character_key	string_key	name	item_row	item_class
31486	Animal_Donkey_Domestic_31486	Donkey	-1	animal
32849	Animal_Donkey_Domestic_32849	Donkey	-1	animal
32850	Animal_Donkey_Domestic_32850	Donkey	-1	animal
32851	Animal_Donkey_Domestic_32851	Donkey	-1	animal
32852	Animal_Donkey_Domestic_32852	Donkey	-1	animal
32807	Animal_Donkey_Domestic_Bagpack_32807	Pack Donkey	-1	animal
32808	Animal_Donkey_Domestic_Bagpack_32808	Pack Donkey	-1	animal
32809	Animal_Donkey_Domestic_Bagpack_32809	Pack Donkey	-1	animal
32810	Animal_Donkey_Domestic_Bagpack_32810	Pack Donkey	-1	animal
32811	Animal_Donkey_Domestic_Bagpack_32811	Pack Donkey	-1	animal
32812	Animal_Donkey_Domestic_Bagpack_32812	Pack Donkey	-1	animal
32813	Animal_Donkey_Domestic_Bagpack_32813	Pack Donkey	-1	animal
32855	Animal_Donkey_Domestic_Bagpack_32855	Pack Donkey	-1	animal
32856	Animal_Donkey_Domestic_Bagpack_32856	Pack Donkey	-1	animal
32857	Animal_Donkey_Domestic_Bagpack_32857	Pack Donkey	-1	animal
32858	Animal_Donkey_Domestic_Bagpack_32858	Pack Donkey	-1	animal
32859	Animal_Donkey_Domestic_Bagpack_32859	Pack Donkey	-1	animal
32860	Animal_Donkey_Domestic_Bagpack_32860	Pack Donkey	-1	animal
32861	Animal_Donkey_Domestic_Bagpack_32861	Pack Donkey	-1	animal
32862	Animal_Donkey_Domestic_Bagpack_32862	Pack Donkey	-1	animal
32863	Animal_Donkey_Domestic_Bagpack_32863	Pack Donkey	-1	animal
32864	Animal_Donkey_Domestic_Bagpack_32864	Pack Donkey	-1	animal
32865	Animal_Donkey_Domestic_Bagpack_32865	Pack Donkey	-1	animal
32866	Animal_Donkey_Domestic_Bagpack_32866	Pack Donkey	-1	animal
32867	Animal_Donkey_Domestic_Bagpack_32867	Pack Donkey	-1	animal
32868	Animal_Donkey_Domestic_Bagpack_32868	Pack Donkey	-1	animal
32869	Animal_Donkey_Domestic_Bagpack_32869	Pack Donkey	-1	animal
32870	Animal_Donkey_Domestic_Bagpack_32870	Pack Donkey	-1	animal
32871	Animal_Donkey_Domestic_Bagpack_32871	Pack Donkey	-1	animal
32872	Animal_Donkey_Domestic_Bagpack_32872	Pack Donkey	-1	animal
32873	Animal_Donkey_Domestic_Bagpack_32873	Pack Donkey	-1	animal
32874	Animal_Donkey_Domestic_Bagpack_32874	Pack Donkey	-1	animal
32875	Animal_Donkey_Domestic_Bagpack_32875	Pack Donkey	-1	animal
32876	Animal_Donkey_Domestic_Bagpack_32876	Pack Donkey	-1	animal
32877	Animal_Donkey_Domestic_Bagpack_32877	Pack Donkey	-1	animal
32878	Animal_Donkey_Domestic_Bagpack_32878	Pack Donkey	-1	animal
1003978	Animal_Donkey_Domestic_Bagpack_32879	Pack Donkey	-1	animal
30055	Animal_Rat_Wild_30055	Rat	1078	animal
1003940	Animal_Rat_Wild_30056	Gray Rat	-1	animal
1003941	Animal_Rat_Wild_30057	Red Rat	-1	animal
1003942	Animal_Rat_Wild_30058	Brown Rat	-1	animal
30140	Animal_Muskrat_Wild_30140	Muskrat	1079	animal
30138	Animal_Possum_Wild_30138	Opossum	1080	animal
32410	Animal_Mole_Wild_32410	Mole	1085	animal
1000812	Animal_Baby_Hedgehog_Wild_1	Baby Hedgehog	1087	animal
30143	Animal_Frog_Wild_30143	Poison Frog	1184	amphibian
30193	Animal_TreeFrog_Wild_30193	Tree Frog	1185	amphibian
30145	Animal_Frog_Wild_30145	Toad	1186	amphibian
1003943	Animal_Frog_Wild_30146	Toad	1186	amphibian
1003944	Animal_Frog_Wild_30147	Toad	1186	amphibian
32431	Animal_BurrowingToad_Wild_32431	Burrowing Toad	1187	amphibian
1003945	Animal_BurrowingToad_Wild_32432	Burrowing Toad	1187	amphibian
1003946	Animal_BurrowingToad_Wild_32433	Burrowing Toad	1187	amphibian
32428	Animal_Giant_Salamander_Wild_32428	Burrowing Salamander	1088	animal
32429	Animal_Salamander_Wild_32429	Salamander	1089	animal
32430	Animal_Axolotl_Wild_32430	Axolotl	1090	animal
1003947	Animal_Axolotl_Wild_32431	Axolotl	1090	animal
1003948	Animal_Axolotl_Wild_32432	Axolotl	1090	animal
31404	Animal_Goanna_Wild_31404	Goanna	1091	animal
30069	Animal_Iguana_Wild_30069	Iguana	1092	animal
1003594	Animal_Chameleon_Wild_30070	Chameleon	1093	animal
30122	Animal_Hila_Lizard_Wild_30122	Heloderma Lizard	1094	animal
1000980	Animal_Frilled_Lizard_Wild_1	Frilled-Neck Lizard	1095	animal
32281	Animal_KomodoDragon_Wild_32281	Monitor Lizard	-1	animal
31515	Animal_Cobra_Wild_31515	Cobra	-1	animal
31405	Animal_Desert_Snake_Wild_31405	Desert Snake	-1	animal
30062	Animal_Rattlesnake_Wild_30062	Rattlesnake	-1	animal
32401	Animal_Bad_Rattlesnake_Wild_32401	Diamondback Rattlesnake	-1	animal
32402	Animal_Blacktail_Rattlesnake_Wild_32402	Black-Tailed Rattlesnake	-1	animal
32403	Animal_Timber_Rattlesnake_Wild_32403	Timber Rattlesnake	-1	animal
32407	Animal_RedTail_anaconda_Wild_32407	Red-Tailed Boa	-1	animal
32408	Animal_Rainbow_anaconda_Wild_32408	Rainbow Boa	-1	animal
32409	Animal_Sunglow_anaconda_Wild_32409	Sunglow Boa	-1	animal
32406	Animal_South_CopperHead_Wild_32406	Meadow Copperhead Viper	-1	animal
32404	Animal_North_CopperHead_Wild_32404	Northern Copperhead Viper	-1	animal
32405	Animal_Lancehead_Wild_32405	Fer-de-Lance	-1	animal
1001381	Animal_Insect_Rhinoceros_Beetle	Rhinoceros Beetle	1179	insect
1002177	Animal_Insect_Beetle	Beetle	1176	insect
1002178	Animal_Insect_Stag_Beetle	Stag Beetle	1177	insect
1002181	Animal_Insect_Longhorn_Beetle	Longhorn Beetle	1178	insect
1002182	Animal_Insect_Jewel_Beetle	Jewel Beetle	1173	insect
1001167	Animal_Insect_GrassHopper	Grasshopper	1131	insect
1000852	Animal_Insect_Centipede	Centipede	1182	insect
1000853	Animal_Insect_Black_Centipede	Black Centipede	1183	insect
1000885	Animal_Insect_Cockroach	Cockroach	1170	insect
1000856	Animal_Insect_Camel_Cricket	Camel Cricket	1171	insect
1000857	Animal_Insect_House_Centipede	House Centipede	1139	insect
1002179	Animal_Insect_Silkworm_Moth	Silkworm Moth	1108	insect
1002180	Animal_Insect_Luna_Moth	Wild Silkworm Moth	1109	insect
1000781	Animal_Insect_Dragonfly	Dragonfly	1106	insect
30051	Animal_Scorpion_Wild_30051	Scorpion	1180	insect
1000887	Animal_Spider_Wild_1	Spider	1181	insect
1000907	Animal_Insect_Banana_Spider	Yellow Garden Spider	1175	insect
1000909	Animal_Insect_Diadem_Spider	Golden Silk Spider	1107	insect
1000925	Animal_Insect_Snail	Snail	1174	insect
1000787	Animal_Insect_Gnat	Fruit Fly	1145	insect
1000998	Animal_Insect_GnatWide	Medium Fly	1146	insect
1000969	Animal_Insect_firefly	Firefly	1130	insect
1001051	Animal_Insect_Moth	Mountain Moth	1150	insect
1000886	Animal_Insect_Butterfly	Meadow Butterfly	1143	insect
1001151	Animal_Insect_Eastern_Tiger_Swallowtail	Swallowtail Butterfly	-1	insect
1001153	Animal_Insect_Ornythion_Swallowtail	Ornythion Swallowtail Butterfly	1111	insect
1001163	Animal_Insect_Spicebush_Swallowtail	Spicebush Swallowtail Butterfly	1128	insect
1001164	Animal_Insect_Pipevine_Swallowtail	Pipevine Swallowtail Butterfly	1129	insect
1001166	Animal_Insect_Polydamas_Swallowtail	Polydamas Swallowtail Butterfly	1112	insect
1001174	Animal_Insect_Zebra_Swallowtail	Zebra Swallowtail Butterfly	-1	insect
1001177	Animal_Insect_Orange_Barred_Sulphur	Orange-Barred Sulphur Butterfly	1154	insect
1001179	Animal_Insect_Sleepy_Orange	Sleepy Scarlet Butterfly	1164	insect
1001220	Animal_Insect_White_M_Hairstreak	White Streaked butterfly	1140	insect
1001222	Animal_Insect_Great_Purple_Hairstreak	Great Purple Hairstreak Butterfly	1127	insect
1001237	Animal_Insect_Common_Buckeye	Buckeye Butterfly	1161	insect
1001251	Animal_Insect_Eastern_Tailed_Blue	Blue Tailed Butterfly	1122	insect
1001256	Animal_Insect_Little_Metalmark	Little Metalmark Butterfly	1124	insect
1001257	Animal_Insect_Zebra_Heliconian	Zebra Longwing Butterfly	1114	insect
1001258	Animal_Insect_Tiger_Mimic_Queen	Tiger Mimic Queen Butterfly	1167	insect
1001262	Animal_Insect_Diana_Fritillary	Diana Fritillary Butterfly	1160	insect
1001263	Animal_Insect_Crimson_Patch	Crimson Patch Butterfly	1157	insect
1001264	Animal_Insect_White_Peacock	White Peacock Butterfly	1151	insect
1001265	Animal_Insect_Banded_Peacock	Banded Peacock Butterfly	1135	insect
1001267	Animal_Insect_Malachite	Malachite Butterfly	1119	insect
1001268	Animal_Insect_Rusty_Tipped_Page	Rusty Tipped Page Butterfly	1163	insect
1001364	Animal_Insect_Myscelia_Ethusa	Bluewing Butterfly	1120	insect
1001283	Animal_Insect_Monarch	Monarch Butterfly	1169	insect
1001284	Animal_Insect_Red_Spotted_Purple	Red-Spotted Purple Butterfly	1158	insect
1001293	Animal_Insect_Ruddy_Daggerwing	Ruddy Daggerwing Butterfly	1165	insect
1001337	Animal_Insect_Guava_Skipper	Guava Skipper Butterfly	1125	insect
1001365	Animal_Insect_Kallima_Inachus	Orange Oakleaf Butterfly	1115	insect
1001340	Animal_Insect_Blue_Pansy_Butterfly	Southern Blue Peacock Butterfly	1126	insect
1001345	Animal_Insect_Common_Nawab	Nawab Butterfly	1116	insect
1001346	Animal_Insect_Common_Green_Birdwing	Green Birdwing Butterfly	1136	insect
1001347	Animal_Insect_88_Butterfly	Eighty-eight Butterfly	1153	insect
1001359	Animal_Insect_Colias_Nastes	Green Sulphur Butterfly	1118	insect
1001363	Animal_Insect_Lycaena_Phlaeas	Spotted Lycaenid Butterfly	1156	insect
1001250	Animal_Insect_Grizzled_Skipper	Grizzled Skipper Butterfly	1147	insect
1001335	Animal_Insect_Little_Wood_Satyr	Little Wood Satyr Butterfly	1148	insect
1001243	Animal_Insect_Milbert_Tortoiseshell	Flame-Bordered Butterfly	1166	insect
1001246	Animal_Insect_Eastern_Comma	Yellow Comma Butterfly	1162	insect
1001247	Animal_Insect_Lustrous_Copper	Red Lycaenid Butterfly	1142	insect
1001248	Animal_Insect_Blue_Copper	Blue Lycaenid Butterfly	1121	insect
1001261	Animal_Insect_Regal_Fritillary	Regal Fritillary Butterfly	1159	insect
1001279	Animal_Insect_Painted_Lady	Painted Lady Butterfly	1152	insect
1001282	Animal_Insect_Viceroy	Commander Butterfly	1168	insect
1001339	Animal_Insect_Purple_Emperor	Purple Emperor Butterfly	1117	insect
1001356	Animal_Insect_Neophasia_Terlooii	White Butterfly	1149	insect
1001176	Animal_Insect_Checkered_White	Checkered White Butterfly	1144	insect
1001204	Animal_Insect_Desert_Orange_tip	Scarlet Leafwing Butterfly	1155	insect
1001360	Animal_Insect_Hypaurotis_Crysalus	Violet Hairstreak Butterfly	1141	insect
1001254	Animal_Insect_Theona_Checkerspot	Theona Checkerspot Butterfly	1123	insect
1000811	Animal_Insect_JijeongLeaf_Insect	Palmar Beetle	1137	insect
1000942	Animal_RatsSwarm	Swarm of Rats	-1	animal
1000953	Animal_SpiderSwarm	Spider Colony	-1	animal
1000964	Animal_GrassHopperSwarm	Grasshopper Colony	-1	animal
1000965	Animal_CrowSwarm	Murder of Crows	-1	animal
1000966	Animal_CrowSwarm_Dome	Murder of Crows	-1	animal
1001139	Animal_Insect_Bee	Swarm of Honeybees	-1	insect
1001147	Animal_Insect_Hornet	Swarm of Hornets	-1	insect
1001148	Animal_Insect_Bumblebee	Swarm of Bumblebees	-1	insect
1002062	Animal_Insect_firefly_cluster	Firefly Colony	-1	insect
1000782	Animal_Insect_Sea_Slater	Wharf Roach	1172	insect
1001240	Animal_Insect_Lobster	Crayfish	-1	insect
1000786	Animal_RiceFish	Ricefish	1339	fish
1000905	Animal_WaterStrider	Water Strider	1138	insect
1001713	Animal_Insect_Crab	Blue Crab	-1	insect
1000372	Animal_Insect_StarFish	Starfish	-1	insect
1001239	Animal_Insect_Shrimp	Shrimp	-1	insect
1001241	Animal_Insect_Seahorse	Seahorse	-1	insect
1001242	Animal_Insect_Squid	Squid	-1	insect
1000779	Animal_Insect_river_Crab	Freshwater Crab	-1	insect
30015	Animal_Rooster_Domestic_30015	Rooster	-1	animal
30023	Animal_Hen_Domestic_30023	Hen	-1	animal
30004	Animal_Hairless_Rooster_Domestic_30004	Featherless Rooster	-1	animal
30080	Animal_Chick_Domestic_30080	Chick	-1	animal
30156	Animal_KukuBird_Wild_30156	Kuku Bird	-1	animal
1003807	Animal_KukuBird_Domestic_30156	Kuku Bird	-1	animal
1000795	Animal_Dodo_Bird_Wild_1	Dodo	-1	animal
1000796	Animal_Turkey_Wild_1	Turkey	-1	animal
1004227	Animal_TurkeyFemale_Wild_1	Female Turkey	-1	animal
1004228	Animal_TurkeyBaby_Wild_1	Turkey Poult	-1	animal
1000806	Animal_Galapagos_Cormorant_Wild_1	Cormorant	-1	animal
1000858	Animal_Cassowary_Wild_1	Cassowary	-1	animal
1000937	Animal_Emu_Wild_1	Emu	-1	animal
1001372	Animal_Emu_Chick_Wild_1	Baby Emu	-1	animal
1000938	Animal_Elephant_Bird_Wild_1	Elephant Bird	-1	animal
1000940	Animal_Genyornis_Wild_1	Genyornis	-1	animal
30151	Animal_Domestic_Duck_Domestic_30151	Duck	-1	animal
1003109	Animal_Domestic_DuckFemale_Domestic_1	Female Duck	-1	animal
32269	Animal_Duckling_Domestic_32269	Baby Duck	-1	animal
1003768	Animal_Duckling_Domestic_Sale_32269	Baby Duck	-1	animal
31423	Animal_Domestic_Goose_31423	Goose	-1	animal
30057	Animal_Common_Heron_Wild_30057	Grey Heron	-1	animal
1001832	Animal_Common_RedCrownedCrane_Wild_30058	Red-Crowned Crane	-1	animal
30085	Animal_Spoonbill_Wild_30085	Spoonbill	-1	animal
1003797	Animal_Spoonbill_Domestic_30085	Spoonbill	-1	animal
30086	Animal_Flamingos_Wild_30086	Flamingo	-1	animal
1003798	Animal_Flamingos_Domestic_30086	Flamingo	-1	animal
1000798	Animal_Machine_Eagle_Domestic_1	Iron Eagle	-1	animal
1000302	Animal_Eagle_Domestic_1	Eagle	-1	animal
1003808	Animal_Parrot_Domestic_30082	Parrot	-1	animal
1003809	Animal_EclectusParrot_Domestic_32881	Eclectus Parrot	-1	animal
1003921	Animal_EclectusParrot_Domestic_32882	Eclectus Parrot	-1	animal
1003810	Animal_SunConure_Domestic_32882	Sun Conure	-1	animal
1003922	Animal_SunConure_Domestic_32883	Sun Conure	-1	animal
1003811	Animal_SpixsMacaw_Domestic_32884	Little Blue Macaw	-1	animal
1003923	Animal_SpixsMacaw_Domestic_32885	Little Blue Macaw	-1	animal
1003812	Animal_RoseringedParakeet_Domestic_32885	Ringneck Parrot	-1	animal
1003924	Animal_RoseringedParakeet_Domestic_32886	Ringneck Parrot	-1	animal
1003813	Animal_CitronCockatoo_Domestic_32886	Citron-Crested Cockatoo	-1	animal
1003925	Animal_CitronCockatoo_Domestic_32887	Citron-Crested Cockatoo	-1	animal
1003814	Animal_Condor_Domestic_31415	Condor	-1	animal
1002494	Animal_Crow_Wild_30121	Hungry Crow	-1	animal
1000008	Animal_Angry_Crow_31503	Fierce Crow	-1	animal
1000306	Animal_Crow_Domestic_1	Crow	-1	animal
1000511	Animal_WhiteCrow_Wild_1	White Crow	-1	animal
1001149	Animal_Pigeon_Domestic_30081	Homing Pigeon	-1	animal
1001052	Animal_Pigeon_Domestic_30082	Homing Pigeon	-1	animal
1001979	Animal_Pigeon_Domestic_30083	Homing Pigeon	-1	animal
1001980	Animal_Pigeon_Domestic_30084	Homing Pigeon	-1	animal
1003661	Animal_Pigeon_Domestic_30085	Homing Pigeon	-1	animal
1003821	Animal_Pigeon_Domestic_30086	Homing Pigeon	-1	animal
33125	Animal_Crow_Wild_33125	Eastern Witches' Crow	-1	animal
1000389	Animal_Small_BlackbrowBleak_Fish_Wild_1	Small Blackbrow Bleak	1340	fish
1000391	Animal_Small_BaliOgluChub_Fish_Wild_1	Small Minnow	1341	fish
1000393	Animal_Small_Schneider_Fish_Wild_1	Small Spirlin	1342	fish
1001183	Animal_Small_Sammy_Fish_Wild_1	Small Gudgeon	1343	fish
1001185	Animal_Small_Beyaz_Fish_Wild_1	Small Rasbora	1344	fish
1001193	Animal_Small_Mudfish_Fish_Wild_1	Pond Loach	1345	fish
1001244	Animal_Normal_Dover_Sole_Wild_1	Red Tonguesole	1346	fish
1001939	Animal_Normal_Mackerel_Wild_1	Mackerel	1347	fish
1001669	Animal_Normal_Benjari_Wild_1	Threeline Grunt	1348	fish
1001192	Animal_Normal_Tench_Wild_1	Tench	1349	fish
1001216	Animal_Normal_Perch_Wild_1	Perch	1350	fish
1001217	Animal_Normal_Bass_Wild_1	Bass	1351	fish
1001218	Animal_Normal_Yellow_Bass_Wild_1	Yellow Bass	1352	fish
1001227	Animal_Normal_Golden_mandarinFish_Wild_1	Leopard Perch	1353	fish
1001228	Animal_Normal_Crucian_Carp_Wild_1	Crucian Carp	1354	fish
1001788	Animal_Middle_Red_Seabream_Wild_1	Red Seabream	1365	fish
1001797	Animal_Middle_BlackSeaBream_Wild_1	Blackhead Seabream	1366	fish
1001800	Animal_Middle_Red_Snapper_Wild_1	Opaleye	1364	fish
1001936	Animal_Middle_Rock_Bream_Wild_1	Barred Knifejaw	1367	fish
1001949	Animal_Middle_Cuvier_Wild_1	Saw-Edged Perch	1368	fish
1001965	Animal_Middle_Salmon_Wild_1	Salmon	1360	fish
1001968	Animal_Middle_Sockeye_Salmon_Wild_1	Sockeye Salmon	1361	fish
1001191	Animal_Middle_Pikefish_Wild_1	Northern Pike	1355	fish
1001971	Animal_Middle_Trout_Wild_1	Trout	1362	fish
1002470	Animal_Middle_Carp_Wild_1	Carp	1357	fish
1001200	Animal_Middle_Catfish_Wild_1	Catfish	1356	fish
1001208	Animal_Middle_Lenok_Wild_1	Lenok	1358	fish
1001210	Animal_Middle_Burbot_Wild_1	Burbot	1359	fish
39105	Animal_Giant_MudFish_Wild_39105	Giant Pond Loach	1370	fish
39104	Animal_RedOpaleye_Wild_39104	Crimson Opaleye	1371	fish
39111	Animal_FootballFish_Wild_39111	Anglerfish	1372	fish
1001974	Animal_Big_Eel_Wild_1	Freshwater Eel	1363	fish
39103	Animal_PagrusMajor_Wild_39103	Giant Red Seabream	1373	fish
1001977	Animal_Big_Sturgeon_Wild_1	Sturgeon	1369	fish
35234	Animal_Electric_Eel_Wild_35234	Electric Eel	1375	fish
1001945	Animal_VeryBig_Marlin_Wild_1	Striped Marlin	1374	fish
39106	Animal_SailFish_Wild_39106	Sailfish	1378	fish
39101	Animal_PaddleFish_Wild_39101	Paddlefish	1376	fish
39102	Animal_SevenGill_Wild_39102	Broadnose Sevengill Shark	1377	fish
32300	Animal_Caretta_Wild_32300	Loggerhead Sea Turtle	-1	animal
1004224	Animal_GreenSea_Wild_32301	Green Sea Turtle	-1	animal
1004225	Animal_OliveRidley_Wild_32302	Olive Ridley Sea Turtle	-1	animal
1004226	Animal_Hawksbill_Wild_32303	Hawksbill Sea Turtle	-1	animal
1001479	Animal_Bear_DeadBody_Skeleton_1	Bear Bones	-1	animal
1000694	Animal_Bear_DeadBody_1	Small Bear Carcass	-1	animal
33106	Animal_Wolf_Wild_33106	Wolf Carcass	-1	animal
1003068	Animal_Wolf_DeadBody_1	Small Wolf Carcass	-1	animal
1001472	Animal_Wolf_DeadBody_Skeleton_1	Wolf Bones	-1	animal
1003069	Animal_Baby_Deer_DeadBody_Wild_1	Baby Deer Carcass	-1	animal
33107	Animal_Deer_Wild_33107	Deer Carcass	-1	animal
1001404	Animal_Deer_DeadBody_Rotten_1	Rotten Deer Carcass	-1	animal
1001405	Animal_Deer_DeadBody_Skeleton_2	Deer Bones	-1	animal
33130	Animal_Dead_Bison_Wild_33130	Bison Carcass	-1	animal
1001410	Animal_Dead_Bison_DeadBody_Rotten_1	Rotten Bison Carcass	-1	animal
1001474	Animal_Bison_DeadBody_Skeleton_1	Bison Bones	-1	animal
33129	Animal_Dead_Bull_Wild_33129	Cow Carcass	-1	animal
1001411	Animal_Bull_DeadBody_Rotten_1	Rotten Cow Carcass	-1	animal
33103	Animal_Goat_Wild_33103	Goat Carcass	-1	animal
1001409	Animal_Goat_DeadBody_Rotten_1	Rotten Goat Carcass	-1	animal
1001473	Animal_Goat_DeadBody_Skeleton_1	Goat Bones	-1	animal
33102	Animal_Wild_Boar_Wild_33102	Boar Carcass	-1	animal
1001408	Animal_Wild_Boar_DeadBody_Rotten_1	Rotten Boar Carcass	-1	animal
1001455	Animal_Wild_Boar_DeadBody_Skeleton_1	Boar Bones	-1	animal
33111	Animal_Camel_Wild_33111	Camel Carcass	-1	animal
33104	Animal_Hedgehog_Domestic_33104	Hedgehog Carcass	-1	animal
33101	Animal_Pigeon_Wild_33101	Pigeon Carcass	-1	animal
33123	Animal_Eagle_Wild_33123	Eagle Carcass	-1	animal
33121	Animal_Condor_Wild_33121	Condor Carcass	-1	animal
33122	Animal_Crow_Wild_33122	Crow Carcass	-1	animal
33124	Animal_Crocodile_Wild_33124	Crocodile Carcass	-1	animal
1001343	Animal_Dune_Coelacanth	Coelacanth	-1	animal
1001353	Animal_Dune_Golden_Coelacanth	Golden Coelacanth	-1	animal
39107	Animal_GoldenTench_Wild_39107	Golden Tench	-1	animal
39109	Animal_GoldenCarp_Wild_39109	Golden Carp	-1	animal
35223	Animal_Marni_MachineFish_Wild_35223	Clockwork Fish	-1	fish
1000190	Animal_BlueWhale_Wild_35018	Blue Whale	-1	animal
30161	Animal_White_Bear_Wild_30161	White Bear	-1	animal
31377	Animal_White_Horse_Wild_31377	Royler	-1	animal
31378	Animal_Black_Horse_Wild_31378	Rokade	-1	animal
31379	Animal_RedHare_Horse_Wild_31379	Camora	-1	animal
39001	Animal_Unique_PureWhite_Deer_39001	Snowwhite Deer	-1	animal
39002	Animal_Unique_Vined_Deer_39002	Vine Deer	-1	animal
39003	Animal_Unique_Black_Lion_39003	Black Lion	-1	animal
39004	Animal_Unique_White_Lion_39004	White Lion	-1	animal
1002303	Animal_White_Tiger_Wild_1	White Tiger	-1	animal
39005	Animal_Unique_PureWhite_Bion_39005	White Bison	-1	animal
39006	Animal_Unique_White_Moose_39006	White Moose	-1	animal
39007	Animal_Unique_White_Crocodile_39007	White-Scaled Crocodile	-1	animal
39008	Animal_Unique_White_Stag_39008	White Elk	-1	animal
39009	Animal_Unique_Giant_Bull_39009	Giant White Bison	-1	animal
39011	Animal_Unique_RedRiverPig_39011	Red River Hog	-1	animal
39013	Animal_Unique_SilverFangs_Wolf_39013	Silver Fang	-1	animal
1002565	Animal_Unique_Leebur_39012	Black Fang	-1	animal
1000906	Animal_BossHyenaSkevald_32425	Skevald, the Carrion King	-1	animal
1003972	Animal_WildSpirit_Boar_1	Mountain God Boar	-1	animal
1003974	Animal_WildSpirit_BoarBaby_1	Mountain God Boar Piglet	-1	animal
1001120	Animal_Stefero_Domestic_Saddle_Unique_32526	Race Horse	-1	animal
32701	Animal_Stefero_Quest_32701	Priden	-1	animal
32704	Animal_Stefero_Quest_32704	Priden	-1	animal
32705	Animal_Stefero_Quest_32705	Priden	-1	animal
1001054	Animal_Stefero_Quest_32706	Priden	-1	animal
1001463	Animal_UniqueNpc_Horse_1	Brianto	-1	animal
1001465	Animal_UniqueNpc_Horse_2	Numont	-1	animal
1001466	Animal_UniqueNpc_Horse_3	Priden	-1	animal
1001471	Animal_UniqueNpc_Horse_4	Numont	-1	animal
1001477	Animal_UniqueNpc_Horse_5	Priden	-1	animal
38007	Animal_Stefero_Domestic_Saddle_Unique_38007	Priden	-1	animal
1001088	Animal_Baby_Pig_Domestic_Unique_30114	Piglet	-1	animal
30194	Animal_Boss_Cucubird_Wild_30194	Alpha Kuku Bird	-1	animal
500486	Animal_Unique_Spotted_Cat_500486	Patchy Cat	-1	animal
500487	Animal_Unique_Calico_Cat_500487	Calico Cat	-1	animal
1001062	Animal_Unique_Domestic_Sheep_30026	Sheep Scared by Lightning	-1	animal
1001063	Animal_Unique_Domestic_Sheep_30026_1	Sheep Scared by Lightning	-1	animal
1001064	Animal_Unique_Domestic_Sheep_30044	Sheep Scared by Lightning	-1	animal
1002240	Animal_Unique_Shepherd_Domestic_1	Shepherd	-1	animal
30014	Animal_Small_LandSpider_Wild_30014	Small Stoneback Crab	-1	animal
1001931	Animal_Small_Desert_LandSpider_Wild_1	Small Desert Stoneback Crab	-1	animal
1002255	Animal_Small_Snow_LandSpider_Wild_1	Small Everfrost Stoneback Crab	-1	animal
1000789	Animal_Small_Desert_LandSpider_Wild_2	Dry Small Desert Stoneback Crab	-1	animal
30073	Animal_Small_Grass_LandSpider_Wild_30073	Small Mossback Crab	-1	animal
32150	Animal_Rock_LandSpider_32150	Small Boulderback Crab	-1	animal
1002055	Animal_Rock_LandSpider_32151	Small Red Boulderback Crab	-1	animal
32152	Animal_Pebble_LandSpider_32152	Small Pebbleback Crab	-1	animal
30019	Animal_Medium_LandSpider_Wild_30019	Medium Stoneback Crab	-1	animal
1001932	Animal_Medium_Desert_LandSpider_Wild_1	Medium Desert Stoneback Crab	-1	animal
1002256	Animal_Medium_Snow_LandSpider_Wild_1	Medium Everfrost Stoneback Crab	-1	animal
1000939	Animal_Medium_Desert_LandSpider_Wild_2	Dry Medium Desert Stoneback Crab	-1	animal
32160	Animal_Medium_Grass_LandSpider_32160	Medium Mossback Crab	-1	animal
2854369844	Animal_Flower_LandSpider_1	Medium Floraback Crab	-1	animal
2854369845	Animal_Flower_LandSpider_2	Medium Floraback Crab	-1	animal
2854369846	Animal_Flower_LandSpider_3	Medium Floraback Crab	-1	animal
2854369847	Animal_Flower_LandSpider_4	Medium Floraback Crab	-1	animal
30021	Animal_Big_LandSpider_Wild_30021	Large Stoneback Crab	-1	animal
1001934	Animal_Big_Desert_LandSpider_Wild_1	Large Desert Stoneback Crab	-1	animal
1002257	Animal_Big_Snow_LandSpider_Wild_1	Large Everfrost Stoneback Crab	-1	animal
1003633	Animal_Big_Desert_LandSpider_Wild_2	Dry Large Desert Stoneback Crab	-1	animal
32142	Animal_Spirodela_Polyrhiza_LandSpider_32142	Fierce Medium Duckweed Mossback Crab	-1	animal
32143	Animal_Big_Grass_LandSpider_32143	Fierce Large Mossback Crab	-1	animal
32141	Animal_Setaria_Viridis_LandSpider_32141	Fierce Medium Foxtail Mossback Crab	-1	animal
32144	Animal_Medium_Grass_LandSpider_32144	Fierce Medium Mossback Crab	-1	animal
1000992	Animal_Medium_Abyss_Grass_LandSpider_1	Abyss Mossback Crab	-1	animal
1002197	Animal_Medium_Abyss_Grass_LandSpider_2	Desert Abyss Mossback Crab	-1	animal
2026840626	Animal_Bismuth_LandSpider_1	Bismuth Oreback Crab	-1	animal
2026840630	Animal_Bismuth_LandSpider_5	Bismuth Oreback Crab	-1	animal
2026840628	Animal_Bismuth_LandSpider_3	Bismuth Oreback Crab	-1	animal
2026840629	Animal_Bismuth_LandSpider_4	Bismuth Oreback Crab	-1	animal
2026840627	Animal_Bismuth_LandSpider_2	Large Bismuth Oreback Crab	-1	animal
1644215552	Animal_HexePot_LandSpider_1	Jarback Crab	-1	animal
32270	Animal_Acid_Spider_32270	Ambush Acid Spider	-1	animal
32280	Animal_Acid_Spider_32280	Acid Spider	-1	animal
3653044009	Animal_StoneLampExplosion_Spider_1	Stone Lantern Spider	-1	animal
