# Texto del menú de Master Looter en español latinoamericano (es-419). Esta es
# una traducción automática y todavía no la revisó ningún hablante nativo. Las
# correcciones son bienvenidas en GitHub
# (github.com/shin2344234/master-looter) o en la página del mod en Nexus.
#
# Una línea por texto: el original en inglés, una tabulación y la
# traducción. Las líneas que empiezan con # se ignoran. \n representa un
# salto de línea, y una línea sin traducción después de la tabulación se
# muestra en inglés, así que un archivo a medio terminar sigue siendo
# usable. Todos los marcadores %d, %s, %.1f y similares deben aparecer
# igual y en el mismo orden, porque sus valores se insertan en tiempo de
# ejecución; una línea que los altere se ignora al cargar el archivo.
#
# Guarda esto como MasterLooter.es-419.txt junto al plugin (MasterLooter.asi)
# para que reemplace la copia incorporada, y pon Language=es-419 en
# MasterLooter.ini, o escribe el idioma en General, Language.

  bag full	bolsa llena
unidentified: could be a fish, a flying insect or a bird	no identificado: podría ser un pez, un insecto volador o un ave
unidentified: could be an insect or a small animal	no identificado: podría ser un insecto o un animal pequeño
unnamed item	objeto sin nombre
Unsellable items	Objetos invendibles
Use this language	Usar este idioma
Uses the game's own Take or Steal check; owned goods are skipped until it has been observed once.	Usa la propia comprobación de Tomar o Robar del juego; los bienes ajenos se omiten hasta que se haya observado una vez.
using the player's own field	usando el propio campo del jugador
Vegetables, fruit and grain: sweet potato, barley, cabbage, apples, grapes and the rest of the farmed and foraged food, on the plant or lying loose. These used to answer to Ground items, which is why turning Plants off still emptied a field: of the 72 collection sockets in the game, 44 are crops and only 28 are plants.	Verduras, frutas y granos: camote, cebada, repollo, manzanas, uvas y el resto de la comida cultivada y recolectada, en la planta o suelta por el suelo. Esto antes respondía a Objetos en el suelo, por eso desactivar Plantas igual vaciaba un campo: de los 72 puntos de recolección del juego, 44 son cultivos y solo 28 son plantas.
Verbose log	Registro detallado
Verdict	Veredicto
waiting	esperando
waiting for the game to check an item	esperando a que el juego revise un objeto
waiting for the game to check ownership once	esperando a que el juego revise la propiedad una vez
Waiting for the world to load.	Esperando a que cargue el mundo.
Watch	Observar
Watch mode	Modo de observación
Watch mode (menu stays up, you keep playing)	Modo de observación (el menú queda abierto y tú sigues jugando)
Watch mode: the game has your controls. %s to interact, %s to close.	Modo de observación: el juego tiene tus controles. %s para interactuar, %s para cerrar.
Weapons and armor	Armas y armaduras
What enters the working list at all. The ranges below are clamped to it.	Qué entra siquiera a la lista de trabajo. Los alcances de abajo quedan limitados a esto.
What to collect	Qué recolectar
Winds the handle for you and takes what comes up, by driving the same state transitions the game drives when you hold the interact button. A well raises no loot event at all, so this is a replay of a captured sequence rather than the game being asked for anything. Off by default, because a well it gets wrong is a well left standing without its bucket.	Gira la manivela por ti y toma lo que sale, activando las mismas transiciones de estado que el juego activa cuando mantienes presionado el botón de interactuar. Un pozo no genera ningún evento de saqueo, así que esto es la repetición de una secuencia capturada y no una petición al juego. Desactivado de forma predeterminada, porque un pozo en el que esto sale mal es un pozo que se queda sin su balde.
Wood	Madera
wood off	madera desactivada
World (actor manager)	Mundo (gestor de actores)
worn by someone	puesto por alguien
Worn gear that enemies drop as they die. Cheap and heavy, but plentiful.	Equipo puesto que los enemigos sueltan al morir. Barato y pesado, pero abundante.
worn or carried by you	puesto o cargado por ti
worth %lld copper	vale %lld de cobre
Wrap the swapchain	Envolver el swapchain
Write translation template	Escribir plantilla de traducción
Writes MasterLooter.template.txt beside the plugin, holding every line the menu has shown this session. Open every tab first, since a line only appears once it has been drawn. Translate the right-hand side of each record, save it as MasterLooter.<language>.txt, and put that language here.	Escribe MasterLooter.template.txt junto al plugin, con cada línea que el menú mostró en esta sesión. Abre todas las pestañas primero, ya que una línea solo aparece después de dibujarse. Traduce el lado derecho de cada registro, guárdalo como MasterLooter.<language>.txt, y pon ese idioma aquí.
Writes the settings as they are now into \"%s\". Load it, change what you like, then save it back.	Escribe la configuración tal como está ahora en \"%s\". Cárgala, cambia lo que quieras, y luego guárdala de nuevo.
Writes the settings as they are now, named %s.	Escribe la configuración tal como está ahora, con el nombre %s.
yes	sí
your rules refuse all ore, jewels and stone	tus reglas rechazan el mineral, las gemas y la piedra
your rules refuse all stone	tus reglas rechazan toda la piedra
your rules refuse everything this node holds	tus reglas rechazan todo lo que contiene este punto
part of a mechanism, not loose loot	parte de un mecanismo, no botín suelto
yours, just out of your hand	tuyo, recién salido de tu mano
%d last time	%d la última vez
A backup is written when the game starts with settings changed since the last one, and the last twelve are kept, in MasterLooter.backups next to the plugin. Presets sit in MasterLooter.presets. Copy either folder to keep it across a reinstall.	Se escribe una copia de seguridad cuando el juego arranca con ajustes cambiados desde la última, y se conservan las últimas doce, en MasterLooter.backups junto al plugin. Los preajustes están en MasterLooter.presets. Copia cualquiera de las dos carpetas para conservarla en una reinstalación.
A key or controller combo opens that storage from anywhere, and again closes it. Another storage's key switches straight to it.	Una combinación de tecla o de control abre ese almacén desde cualquier lugar, y también lo cierra. La tecla de otro almacén cambia directo a él.
a Master Looter key	una tecla de Master Looter
a Master Looter shortcut	un atajo de Master Looter
A moment after an item lands in the bag, Private Storage Master moves it into the first storage below that takes it, the same move you would make at the storage. Only what Master Looter picked up is moved, never what you picked up by hand, and from a body or a carcass only what your item rules allow. Nothing moves while a storage is open or outside free play, keys, documents, quest items and anything on the never-move list stay put, and what no storage takes stays in the bag.	Justo después de que un objeto llega a la bolsa, Private Storage Master lo mueve al primer almacén de abajo que lo acepte, el mismo movimiento que harías tú en el almacén. Solo se mueve lo que recogió Master Looter, nunca lo que recogiste a mano, y de un cuerpo o una carcasa solo lo que permiten tus reglas de objeto. Nada se mueve mientras un almacén está abierto o fuera del juego libre, las llaves, los documentos, los objetos de misión y todo lo que esté en la lista de nunca mover se quedan donde están, y lo que ningún almacén acepta se queda en la bolsa.
A pet loots whatever it likes and the game has no switch for it. On: a pet is told no before it reaches for a loose item your item rules, tags, classes or value floor refuse, and whatever it takes from a body that your item rules, tags or classes refuse is deleted from the inventory as it lands, with a notice saying what went. Quest and protected items are never deleted, and nothing already in your bag is touched.	Una mascota saquea lo que se le antoja y el juego no tiene ningún interruptor para eso. Activado: a la mascota se le dice que no antes de que vaya por un objeto suelto que tus reglas de objeto, etiquetas, clases o umbral de valor rechazan, y lo que toma de un cuerpo y tus reglas de objeto, etiquetas o clases rechazan se borra del inventario apenas llega, con un aviso que dice qué se fue. Los objetos de misión y los protegidos nunca se borran, y no se toca nada que ya esté en tu bolsa.
Nothing you pick up yourself is ever deleted, whether or not a pet or a mercenary is out.	Nada de lo que recoges tú mismo se borra nunca, haya o no una mascota o un mercenario fuera.
A pet or a companion that loots a body puts what it found in your bag. On, those items go to storage the same way as Master Looter's own pickups, as long as your item rules allow them. Loose items a pet picks up are reported by the game as your own pickups, so those stay in the bag.	Una mascota o un compañero que saquea un cuerpo pone lo que encontró en tu bolsa. Activado, esos objetos van al almacén igual que las recogidas propias de Master Looter, siempre que tus reglas de objeto lo permitan. Los objetos sueltos que recoge una mascota el juego los reporta como recogidas tuyas propias, así que esos se quedan en la bolsa.
a seed planted in your camp farm	una semilla plantada en la granja de tu campamento
Add	Agregar
add an item: type 3+ letters of its name	agregar un objeto: escribe 3+ letras de su nombre
also %s	también %s
an ore vein, left to your pickaxe while Mine ore veins for you is off	una veta de mineral, dejada para tu pico mientras Minar vetas de mineral por ti esté desactivado
At most one line a second, naming each storage and how many went into it. Off, nothing is shown and it goes to the log only.	Como máximo una línea por segundo, con el nombre de cada almacén y cuántos objetos fueron a él. Desactivado, no se muestra nada y solo va al registro.
Click again to reset	Presiona de nuevo para restablecer
Detailed log	Registro detallado
Drop refused loot from bodies	Dejar caer al suelo el botín rechazado de los cuerpos
Each item goes to the first storage in this list that takes it.	Cada objeto va al primer almacén de esta lista que lo acepte.
Empty: auto-store may move anything a storage takes.	Vacío: el guardado automático puede mover cualquier cosa que un almacén acepte.
Every storage's size and how many slots are in use, written to PrivateStorageMaster.log. Attach it to a size report.	El tamaño de cada almacén y cuántos espacios están en uso, escrito en PrivateStorageMaster.log. Adjúntalo a un reporte de tamaño.
For JSON capacity mods: the storage sizes below are ignored and the game, or that mod, decides.	Para mods de capacidad en JSON: los tamaños de almacén de abajo se ignoran y decide el juego, o ese mod.
game size (%d)	tamaño del juego (%d)
Game window	Ventana del juego
hold a button, then press the one that opens it (Escape cancels)	mantén presionado un botón, luego presiona el que lo abre (Escape cancela)
Hold one or more buttons, then press the one that opens the storage. The pressed button is hidden from the game while the others are held.	Mantén presionados uno o más botones, luego presiona el que abre el almacén. El botón presionado queda oculto para el juego mientras los demás se mantienen presionados.
Hold other keys back while Ctrl is down	Bloquear las demás teclas mientras Ctrl esté presionado
How many Private Storage slots come from expansions you bought and from the story. The slider's total counts them, so the base size is the total less these.	Cuántos espacios de Almacenamiento privado vienen de expansiones que compraste y de la historia. El total del control deslizante los cuenta, así que el tamaño base es el total menos estos.
item %u	objeto %u
Items auto-store always leaves in the bag. The default is every currency: silver, coin pouches, gold bars, camp funds and supplies, tokens and bonds. Reset to defaults below puts that list back.	Objetos que el guardado automático siempre deja en la bolsa. Lo predeterminado es toda moneda: plata, bolsas de monedas, lingotes de oro, fondos y suministros del campamento, fichas y bonos. Restablecer valores predeterminados de abajo devuelve esa lista.
Its settings live in PrivateStorageMaster.ini beside the plugin. Changes here are saved there at once.	Su configuración vive en PrivateStorageMaster.ini junto al plugin. Los cambios aquí se guardan ahí de inmediato.
Last error	Último error
Leave every size alone	No tocar ningún tamaño
left as the game has them	tal como los tiene el juego
load a save to see it	carga una partida guardada para verlo
more matches; type more of the name	más coincidencias; escribe más del nombre
Never move	No mover nunca
no item by that name that is not listed already	no hay ningún objeto con ese nombre que no esté ya en la lista
none seen	ninguno visto
not found, bound keys also reach the game	no encontrado, las teclas asignadas también llegan al juego
Not on this game version: Private Storage Master could not find the move it needs.	No en esta versión del juego: Private Storage Master no pudo encontrar el movimiento que necesita.
nothing	nada
now %d of %d used	ahora %d de %d usados
off, see the error below	desactivado, mira el error de abajo
off, the mod is disabled	desactivado, el mod está deshabilitado
on XInput slot %d	en la ranura XInput %d
On, only the amount that just arrived is moved, so food and potions you already carried stay in the bag. Off, the whole stack goes.	Activado, solo se mueve la cantidad que acaba de llegar, así que la comida y las pociones que ya llevabas se quedan en la bolsa. Desactivado, se va todo el montón.
Only move what was picked up	Mover solo lo que se recogió
Open now	Abrir ahora
press a key, with Ctrl, Shift or Alt if you want (Escape cancels)	presiona una tecla, con Ctrl, Shift o Alt si quieres (Escape cancela)
Private Storage expansions	Expansiones de Almacenamiento privado
Private Storage Master %s for game build %s	Private Storage Master %s para la versión %s del juego
Private Storage Master did not hand over its defaults	Private Storage Master no entregó sus valores predeterminados
Private Storage Master did not hand over its store loot settings.	Private Storage Master no entregó su configuración de guardar botín.
Private Storage Master on	Private Storage Master activado
Private Storage Master refused the change	Private Storage Master rechazó el cambio
Private Storage Master: %s	Private Storage Master: %s
PrivateStorageAnywhere.asi is also installed. The two change the same parts of the game; remove that one.	PrivateStorageAnywhere.asi también está instalado. Los dos cambian las mismas partes del juego; quita ese.
Put what Master Looter picks up into storage	Guardar en el almacén lo que recoge Master Looter
read from the save	leído de la partida guardada
Reload from the ini	Recargar desde el ini
Remove	Quitar
Reset to defaults	Restablecer valores predeterminados
Searching a body or a carcass hands over everything it holds, and the mod only sees it once it is in the bag. On: whatever of that your item rules, tags, classes or value floor refuse is put straight back on the ground beside you, through the same drop the game uses when you drop something yourself, one pile per stack. It covers the mod's own searches and the bodies a pet or a companion loots, whose refused items land beside you as well. A body you search yourself keeps what it paid. Money, documents, quest items and protected items stay in the bag.	Registrar un cuerpo o una carcasa entrega todo lo que tiene, y el mod solo lo ve una vez que está en la bolsa. Activado: lo que tus reglas de objeto, etiquetas, clases o umbral de valor rechacen se pone de vuelta en el suelo junto a ti, mediante la misma caída que usa el juego cuando tú mismo sueltas algo, un montón por pila. Esto cubre tanto los registros del propio mod como los cuerpos que saquea una mascota o un compañero, cuyos objetos rechazados también caen junto a ti. Un cuerpo que registras tú mismo conserva lo que pagó. El dinero, los documentos, los objetos de misión y los protegidos se quedan en la bolsa.
Searching the people you kill, once per body. Animals go under Carcasses. What a search pays out arrives before your filters see it, the same as a carcass, and Drop refused loot from bodies under General puts back down what they refuse.	Registrar a las personas que matas, una vez por cuerpo. Los animales van bajo Carcasas. Lo que da un registro llega antes de que tus filtros lo vean, igual que con una carcasa, y Dejar caer al suelo el botín rechazado de los cuerpos, en General, vuelve a dejar en el suelo lo que rechacen.
set	definir
set this launch	definir para este inicio
Settings file	Archivo de configuración
Show a notice when loot is stored	Mostrar un aviso cuando se guarda botín
Size changes take effect the next time the game starts.	Los cambios de tamaño entran en vigor la próxima vez que arranque el juego.
Sizes	Tamaños
Skinning the animals you kill, once per carcass. People go under Bodies. The mod never sees what skinning pays out before it lands, so your filters cannot stop it arriving. To have what they refuse put back on the ground, turn on Drop refused loot from bodies under General.	Desollar a los animales que matas, una vez por cadáver. Las personas van bajo Cuerpos. El mod nunca ve lo que da el desollado antes de que llegue, así que tus filtros no pueden impedir que llegue. Para que lo que rechacen se ponga de vuelta en el suelo, activa Dejar caer al suelo el botín rechazado de los cuerpos, en General.
Some changes take effect the next time the game starts.	Algunos cambios entran en vigor la próxima vez que arranque el juego.
Stop pets looting bodies	Impedir que las mascotas saqueen cuerpos
Stop pets picking up loose items	Impedir que las mascotas recojan objetos sueltos
Storage	Almacenamiento
Storage keys	Teclas de almacenamiento
Storage sizes	Tamaños de almacenamiento
Store loot	Guardar botín
Store what your pet loots from bodies	Guardar lo que tu mascota saquea de los cuerpos
Storing loot needs a newer Private Storage Master.	Guardar botín necesita un Private Storage Master más reciente.
the size dump	el volcado de tamaños
The game asks before a pet takes an item lying on the ground, and this answers no. The pet walks past it and nothing needs deleting afterwards. Whether a mercenary asks the same question has not been tested.	El juego pregunta antes de que una mascota tome un objeto tirado en el suelo, y esto responde que no. La mascota pasa de largo y no hay que borrar nada después. Si un mercenario hace la misma pregunta no se ha probado.
The game asks separately before a pet loots a body, and this answers no. Turn on one of the two and not the other if you want a pet stripping corpses but not collecting loose items, or the other way round.	El juego pregunta por separado antes de que una mascota saquee un cuerpo, y esto responde que no. Activa uno de los dos y no el otro si quieres una mascota que despoje cadáveres pero no recoja objetos sueltos, o al revés.
The key bindings were brought over from PrivateStorageAnywhere.ini on the first run.	Las asignaciones de teclas se trajeron de PrivateStorageAnywhere.ini en la primera ejecución.
the key-block toggle	el interruptor de bloqueo de teclas
The list is full at %d items.	La lista está llena con %d objetos.
The total, purchased expansions and story slots included. The left end keeps the game's size.	El total, expansiones compradas y espacios de la historia incluidos. El extremo izquierdo conserva el tamaño del juego.
This chest holds one of each collectible, so its slots cannot be changed.	Este cofre guarda uno de cada coleccionable, así que sus espacios no se pueden cambiar.
This tab needs a build of Private Storage Master that matches this version of Master Looter.	Esta pestaña necesita una versión de Private Storage Master que coincida con esta versión de Master Looter.
Turn that on and off	Activar y desactivar esto
While Ctrl, or any modifier your storage keys use, is held, other keys are kept from the game, so a slip off a storage key does not fire a skill. Movement, Space, Tab, Enter, Escape, Alt+F4 and the keys the game uses with Ctrl (Z, Shift, +) still go through.	Mientras Ctrl, o cualquier modificador que usen tus teclas de almacenamiento, esté presionado, el juego no recibe las demás teclas, así que un resbalón fuera de una tecla de almacenamiento no activa una habilidad. El movimiento, Space, Tab, Enter, Escape, Alt+F4 y las teclas que el juego usa con Ctrl (Z, Shift, +) igual llegan.
working	funcionando
Write the size dump to the log	Escribir el volcado de tamaños en el registro
Writes every key press, open and close to PrivateStorageMaster.log, and keeps the last 24 sessions. Off, the log keeps the startup summary, errors and the size dump, and the last two sessions.	Escribe cada presión de tecla, apertura y cierre en PrivateStorageMaster.log, y conserva las últimas 24 sesiones. Desactivado, el registro conserva el resumen de inicio, los errores y el volcado de tamaños, y las últimas dos sesiones.
Writes every key press, open and close to PrivateStorageMaster.log. Off, the log keeps the startup summary, errors and the size dump.	Escribe cada presión de tecla, apertura y cierre en PrivateStorageMaster.log. Desactivado, el registro conserva el resumen de inicio, los errores y el volcado de tamaños.
your own camp farm (off)	tu propia granja de campamento (desactivado)
%d of %d, the rest do not stack	%d de %d; el resto no se apila
%s %s for game build %s	%s %s para la versión %s del juego
%s refused the change: %s	%s rechazó el cambio: %s
Empty your big stacks before turning this down or off.	Vacía tus pilas grandes antes de bajar esto o desactivarlo.
Every stackable item's limit is multiplied when the game starts. The setting is saved in that mod's own ini as soon as you pick it.	El límite de cada objeto apilable se multiplica cuando arranca el juego. El ajuste se guarda en el ini propio de ese mod en cuanto lo eliges.
Item stacks: %s	Pilas de objetos: %s
Items raised	Objetos aumentados
Largest limit	Límite más alto
Lowering the multiplier does not shrink a stack you already built. A slot holding more than the game now allows keeps what is in it until you take some out, and anything above the new limit can be lost.	Bajar el multiplicador no reduce una pila que ya armaste. Un espacio con más de lo que el juego permite ahora conserva lo que tiene hasta que saques algo, y lo que supere el nuevo límite se puede perder.
Off	Desactivado
off	desactivado
Raising stack limits	Aumento de los límites de pila
Restart the game for the multiplier you picked to take effect.	Reinicia el juego para que el multiplicador que elegiste surta efecto.
Saved	Guardado
Stack multiplier	Multiplicador de pila
Stacks	Pilas
stacks are the size the game ships	las pilas tienen el tamaño con el que sale el juego
That mod did not hand over its stack settings.	Ese mod no entregó sus ajustes de pila.
This launch	Este arranque
This tab needs Stack Master, or a build of Private Storage Master that raises stack limits.	Esta pestaña necesita Stack Master, o una versión de Private Storage Master que aumente los límites de pila.
Why	Por qué
Most things the game lets you stack 100 of, so at x10 they hold 1000. It applies to everything that stacks and never to what does not, like weapons and armour, and the deepest stacks in the game stop at the limit that mod reports above. The multiplier is read when the game starts, so the game has to be restarted before it shows.	La mayoría de las cosas puedes apilarlas hasta 100 en el juego, así que a x10 caben 1000. Se aplica a todo lo que se apila, y nunca a lo que no, como las armas y las armaduras, y las pilas más profundas del juego se detienen en el límite que ese mod indica más arriba. El multiplicador se lee cuando arranca el juego, así que hay que reiniciar el juego para que se note.
Some items reached the largest stack that mod allows, %d, and stopped there.	Algunos objetos llegaron a la pila más grande que permite ese mod, %d, y se quedaron ahí.
x%d, by %s	x%d, por %s
%s has stood aside for another mod, so changing it here would do nothing. That mod is not one this menu can reach, so set the multiplier in it directly.	%s se ha apartado en favor de otro mod, así que cambiarlo aquí no haría nada. Ese mod no es uno al que este menú pueda llegar, así que ajusta el multiplicador directamente en él.
%s is not the mod setting stack sizes, so changing it here would do nothing. Set the multiplier in %s instead.	%s no es el mod que define los tamaños de pila, así que cambiarlo aquí no haría nada. Ajusta el multiplicador en %s en su lugar.
A bigger multiplier takes hold as soon as you pick it. A smaller one waits for the next launch.	Un multiplicador más alto se aplica en cuanto lo eliges. Uno más bajo espera al próximo inicio.
Most things the game lets you stack 100 of, so at x10 they hold 1000. It applies to everything that stacks and never to what does not, like weapons and armour, and the deepest stacks in the game stop at the limit that mod reports above. Picking a bigger multiplier takes hold at once; a smaller one waits for the next launch, because a stack already built cannot be shrunk under what is in it.	La mayoría de las cosas puedes apilarlas hasta 100 en el juego, así que a x10 caben 1000. Se aplica a todo lo que se apila, y nunca a lo que no, como las armas y las armaduras, y las pilas más profundas del juego se detienen en el límite que ese mod indica más arriba. Elegir un multiplicador más alto entra en vigor de inmediato; uno más bajo espera al próximo inicio, porque una pila ya formada no se puede achicar por debajo de lo que contiene.
Waiting for a restart, or pick it again out in the world and it takes hold at once.	Está en espera de un reinicio, o elígelo de nuevo afuera, en el mundo, y se aplica de inmediato.
you dropped this	lo soltaste tú
A creature the game gives no item of its own, such as a Firefly Colony, is judged by this switch and by the Classes tab, where a Firefly Colony counts as insect. No tag or item rule can reach it, because there is no item to check one against.	Una criatura a la que el juego no le da un objeto propio, como una colonia de luciérnagas, se juzga con este interruptor y con la pestaña Clases, donde una colonia de luciérnagas cuenta como insect. Ninguna regla de etiqueta u objeto puede alcanzarla, porque no hay objeto con el cual compararla.
Since Private Storage Master 1.1.4 the Arrow is on it by default as well, so arrows you pick back up stay in the quiver.	Desde Private Storage Master 1.1.4 también está Arrow por defecto, así que las flechas que vuelves a recoger se quedan en el carcaj.
a placed Field Pot or Bonfire	una olla de campo o una fogata colocada
Keep the menu on screen while you play. %s brings it back.	Mantén el menú en pantalla mientras juegas. %s lo trae de vuelta.
Watch mode: the game has your controls. %s to interact.	Modo de observación: el juego tiene tus controles. %s para interactuar.
One key on its own. Ctrl and Alt combinations are never read, because these keys stay quiet while Ctrl or Alt is held.	Una sola tecla. Las combinaciones con Ctrl y Alt nunca se leen, porque estas teclas no responden mientras Ctrl o Alt está presionada.
a crafting station	una estación de fabricación
