prefab	kind	item_key	name	src	breaks	yields	driven	pickup	statepick
gimmick_breakable_pot_basicpot_04	container		Background breakable	tag	0	Water	0	0	0
gimmick_breakable_protective_stone_01	stone	Stone_Quarry	Stone	name	0		0	0	0
gimmick_breakable_sack_01	container		Breakable sack	tag	0		0	0	0
gimmick_breakable_sack_02	container		Breakable sack	tag	0		0	0	0
gimmick_breakable_sack_02_snow	container		Breakable sack 02 snow	tag	0		0	0	0
gimmick_breakable_sack_03	container		Breakable sack	tag	0		0	0	0
gimmick_breakable_sack_03_index01	container		Breakable sack 03 index01	tag	0		0	0	0
gimmick_breakable_sack_03_index02	container		Breakable sack 03 index02	tag	0		0	0	0
gimmick_breakable_sack_04	container		Breakable sack	tag	0		0	0	0
gimmick_breakable_shops_cerealsack_01	container		Breakable sack	tag	1	Barley	0	0	0
gimmick_breakable_shops_cerealsack_02	container		Breakable sack	tag	1	peas	0	0	0
gimmick_breakable_shops_cerealsack_03	container		Breakable sack	tag	1	Bean	0	0	0
gimmick_breakable_shops_cerealsack_04	container		Breakable sack	tag	1	Bean	0	0	0
gimmick_breakable_shops_cerealsack_05	container		Breakable sack	tag	1	peas	0	0	0
gimmick_breakable_shops_cerealsack_06	container		Breakable sack	tag	1	Barley	0	0	0
gimmick_breakable_shops_potionbox_01	container		Background breakable wood	tag	1	Collection_Prop_Bottle_0001	0	0	0
gimmick_breakable_shops_potionbox_01_hellhound	container		Background breakable wood	tag	1	Collection_Prop_Bottle_0001	0	0	0
gimmick_breakable_shops_potionbox_03	container		Background breakable wood	tag	1	Collection_Prop_Bottle_0001	0	0	0
gimmick_breakable_shops_potionbox_03_hellhound	container		Background breakable wood	tag	1	Collection_Prop_Bottle_0001	0	0	0
gimmick_breakable_spot_marni_break_pillar_temple_01_boss	stone	Stone_Quarry	Stone	name	0		0	0	0
gimmick_breakable_spot_marni_pillar_08_boss	stone	Stone_Quarry	Stone	name	0		0	0	0
gimmick_breakable_spot_marni_pillar_10_boss	stone	Stone_Quarry	Stone	name	0		0	0	0
gimmick_breakable_spot_marni_silverwolves_alldeco_02_p20_boss	stone	Stone_Quarry	Stone	name	0		0	0	0
gimmick_breakable_spot_marni_wall_arch_05_boss	stone	Stone_Quarry	Stone	name	0		0	0	0
gimmick_breakable_spot_marni_wall_arch_06_boss	stone	Stone_Quarry	Stone	name	0		0	0	0
gimmick_breakable_spot_marni_wall_arch_06_boss_body	stone	Stone_Quarry	Stone	name	0		0	0	0
gimmick_breakable_spot_northpray_wall_08_p20_mus	stone	Stone_Quarry	Stone	name	0		0	0	0
gimmick_breakable_spot_northpray_wall_08_p20_muskan	stone	Stone_Quarry	Stone	name	0		0	0	0
gimmick_breakable_spot_silverwolves_alldeco_01_part_01_p20_muskan	stone	Stone_Quarry	Stone	name	0		0	0	0
gimmick_breakable_spot_silverwolves_alldeco_02_p20	stone	Stone_Quarry	Stone	name	0		0	0	0
gimmick_breakable_spot_silverwolves_alldeco_02_p20_dem	stone	Stone_Quarry	Stone	name	0		0	0	0
gimmick_breakable_spot_silverwolves_alldeco_02_p20_mus	stone	Stone_Quarry	Stone	name	0		0	0	0
gimmick_breakable_spot_silverwolves_alldeco_02_p20_muskan	stone	Stone_Quarry	Stone	name	0		0	0	0
gimmick_breakable_spot_silverwolves_pillar_01_broken	stone	Stone_Quarry	Stone	name	0		0	0	0
gimmick_breakable_spot_silverwolves_pillar_01_broken_body	stone	Stone_Quarry	Stone	name	0		0	0	0
gimmick_breakable_spot_tree_brothers_cliff_pillar_02	stone	Stone_Quarry	Stone	name	0		0	0	0
gimmick_breakable_spot_tree_brothers_cliff_pillar_03	stone	Stone_Quarry	Stone	name	0		0	0	0
gimmick_breakable_trollbag_01	container		Breakable trollbag	tag	0		0	0	0
gimmick_brimstone_bomb_01	pickup		Battle brimstone bomb	tag	1	BountyHunter_Fabric_Boots_I	0	0	0
gimmick_bush_cd_crop_grape_02_collect_01	item		Bush cd crop grape 02 collect	tag	0		0	0	0
gimmick_bush_crop_ensete_01_collect	item		Bush crop ensete 01 collect	tag	0		0	0	0
gimmick_bush_crop_ensete_01_collect_02	item		Bush crop ensete 01 collect	tag	0		0	0	0
gimmick_caltrop_bomb_01	pickup		Battle caltrop bomb	tag	1	BountyHunter_Fabric_Boots_I	0	0	0
gimmick_camp_farm_abyss_stone_01_phase01	farm		Camp farm abyss stone 01 phase01	name	0		0	0	0
gimmick_camp_farm_abyss_stone_01_phase02	farm		Camp farm abyss stone 01 phase02	name	0		0	0	0
gimmick_camp_farm_abyss_stone_01_phase03	farm		Abyssstone fruit	name	0		0	0	0
gimmick_camp_farm_apple_01_phase01	farm		Apple smalltree	name	0		0	0	0
gimmick_camp_farm_apple_01_phase02	farm		Apple tree	name	0		0	0	0
gimmick_camp_farm_cacao_01_phase01	farm		Camp farm cacao 01 phase01	name	0		0	0	0
gimmick_camp_farm_cacao_01_phase02	farm		Camp farm cacao 01 phase02	name	0		0	0	0
gimmick_camp_farm_chaya_01_phase01	farm		Camp farm chaya 01 phase01	name	0		0	0	0
gimmick_camp_farm_chaya_01_phase02	farm		Camp farm chaya 01 phase02	name	0		0	0	0
gimmick_camp_farm_coffeetree_01_phase01	farm		Camp farm coffeetree 01 phase01	name	0		0	0	0
gimmick_camp_farm_coffeetree_01_phase02	farm		Camp farm coffeetree 01 phase02	name	0		0	0	0
gimmick_camp_farm_corn_01_phase01	farm		Camp farm corn 01 phase01	name	0		0	0	0
gimmick_camp_farm_corn_01_phase02	farm		Camp farm corn 01 phase02	name	0		0	0	0
gimmick_camp_farm_ensete_01_phase01	farm		Camp farm ensete 01 phase01	name	0		0	0	0
gimmick_camp_farm_ensete_01_phase02	farm		Camp farm ensete 01 phase02	name	0		0	0	0
gimmick_camp_farm_figs_01_phase01	farm		Camp farm figs 01 phase01	name	0		0	0	0
gimmick_camp_farm_figs_01_phase02	farm		Camp farm figs 01 phase02	name	0		0	0	0
gimmick_camp_farm_ginseng_01_phase01	farm		Camp farm ginseng 01 phase01	name	0		0	0	0
gimmick_camp_farm_ginseng_01_phase02	farm		Camp farm ginseng 01 phase02	name	0		0	0	0
gimmick_camp_farm_glowflower_01_phase01	farm		Camp farm glowflower 01 phase01	name	0		0	0	0
gimmick_camp_farm_glowflower_01_phase02	farm		Camp farm glowflower 01 phase02	name	0		0	0	0
gimmick_camp_farm_grape_01_phase01	farm		Camp farm grape 01 phase01	name	0		0	0	0
gimmick_camp_farm_grape_01_phase02	farm		Camp farm grape 01 phase02	name	0		0	0	0
gimmick_camp_farm_kudzu_01_phase01	farm		Camp farm kudzu 01 phase01	name	0		0	0	0
gimmick_camp_farm_kudzu_01_phase02	farm		Camp farm kudzu 01 phase02	name	0		0	0	0
gimmick_camp_farm_opuntia_01_phase01	farm		Camp farm opuntia 01 phase01	name	0		0	0	0
gimmick_camp_farm_opuntia_01_phase02	farm		Camp farm opuntia 01 phase02	name	0		0	0	0
gimmick_camp_farm_orange_01_phase01	farm		Camp farm orange 01 phase01	name	0		0	0	0
gimmick_camp_farm_orange_01_phase02	farm		Camp farm orange 01 phase02	name	0		0	0	0
gimmick_camp_farm_peach_01_phase01	farm		Camp farm peach 01 phase01	name	0		0	0	0
gimmick_camp_farm_peach_01_phase02	farm		Camp farm peach 01 phase02	name	0		0	0	0
gimmick_camp_farm_pear_01_phase01	farm		Camp farm pear 01 phase01	name	0		0	0	0
gimmick_camp_farm_pear_01_phase02	farm		Camp farm pear 01 phase02	name	0		0	0	0
gimmick_camp_farm_pomegranate_01_phase01	farm		Camp farm pomegranate 01 phase01	name	0		0	0	0
gimmick_camp_farm_pomegranate_01_phase02	farm		Camp farm pomegranate 01 phase02	name	0		0	0	0
gimmick_camp_farm_rubber_01_phase01	farm		Camp farm rubber 01 phase01	name	0		0	0	0
gimmick_camp_farm_rubber_01_phase02	farm		Camp farm rubber 01 phase02	name	0		0	0	0
gimmick_camp_farm_taro_01_phase01	farm		Camp farm taro 01 phase01	name	0		0	0	0
gimmick_camp_farm_taro_01_phase02	farm		Camp farm taro 01 phase02	name	0		0	0	0
gimmick_camp_farm_tomato_01_phase01	farm		Camp farm tomato 01 phase01	name	0		0	0	0
gimmick_camp_farm_tomato_01_phase02	farm		Camp farm tomato 01 phase02	name	0		0	0	0
gimmick_catched_flowerbutterfly_0001	pickup		Catched flowerbutterfly	tag	0		0	0	0
gimmick_cave_break_stalac_02	ore		Cave break stalac	tag	0	Item_Rare_Collect_Stalactites	0	0	0
gimmick_clifftree_01	wood		Clifftree	name	1		0	0	0
gimmick_clifftree_01_index01	wood		Clifftree 01 index01	name	1		0	0	0
gimmick_clifftree_01_index02	wood		Clifftree 01 index02	name	1		0	0	0
gimmick_clifftree_01_index03	wood		Clifftree 01 index03	name	1		0	0	0
gimmick_clifftree_01_index04	wood		Clifftree 01 index04	name	1		0	0	0
gimmick_clifftree_02	wood		Clifftree	name	0		0	0	0
gimmick_clifftree_02_parts01	wood		Clifftree 02 parts01	name	1		0	0	0
gimmick_clifftree_02_parts01_index01	wood		Clifftree 02 parts01 index01	name	1		0	0	0
gimmick_clifftree_02_parts01_index02	wood		Clifftree 02 parts01 index02	name	1		0	0	0
gimmick_clifftree_02_parts01_index03	wood		Clifftree 02 parts01 index03	name	1		0	0	0
gimmick_clifftree_02_parts01_index04	wood		Clifftree 02 parts01 index04	name	1		0	0	0
gimmick_clifftree_03	wood		Clifftree	name	0		0	0	0
gimmick_clifftree_04	wood		Clifftree	name	1		0	0	0
gimmick_clifftree_04_index01	wood		Clifftree 04 index01	name	1		0	0	0
gimmick_clifftree_04_index02	wood		Clifftree 04 index02	name	1		0	0	0
gimmick_clifftree_04_index03	wood		Clifftree 04 index0	name	1		0	0	0
gimmick_clifftree_04_index04	wood		Clifftree 04 index04	name	1		0	0	0
gimmick_clifftree_05	wood		Clifftree	name	1		0	0	0
gimmick_clifftree_05_index01	wood		Clifftree 05 index01	name	1		0	0	0
gimmick_clifftree_05_index02	wood		Clifftree 05 index02	name	1		0	0	0
gimmick_clifftree_05_index03	wood		Clifftree 05 index03	name	1		0	0	0
gimmick_clifftree_05_index04	wood		Clifftree 05 index04	name	1		0	0	0
gimmick_clifftree_06	wood		Clifftree	name	1		0	0	0
gimmick_clifftree_06_index01	wood		Clifftree 06 index01	name	1		0	0	0
gimmick_clifftree_06_index02	wood		Clifftree 06 index02	name	1		0	0	0
gimmick_clifftree_06_index03	wood		Clifftree 06 index03	name	1		0	0	0
gimmick_clifftree_06_index04	wood		Clifftree 06 index04	name	1		0	0	0
gimmick_clifftree_07	wood		Clifftree	name	1		0	0	0
gimmick_clifftree_07_index01	wood		Clifftree 07 index01	name	1		0	0	0
gimmick_clifftree_07_index02	wood		Clifftree 07 index02	name	1		0	0	0
gimmick_clifftree_07_index03	wood		Clifftree 07 index03	name	1		0	0	0
gimmick_clifftree_07_index04	wood		Clifftree 07 index04	name	1		0	0	0
gimmick_clifftree_08	wood		Clifftree	name	1		0	0	0
gimmick_clifftree_08_index01	wood		Clifftree 08 index01	name	1		0	0	0
gimmick_clifftree_08_index02	wood		Clifftree 08 index02	name	1		0	0	0
gimmick_clifftree_08_index03	wood		Clifftree 08 index03	name	1		0	0	0
gimmick_clifftree_08_index04	wood		Clifftree 08 index04	name	1		0	0	0
gimmick_clifftree_08_index05	wood		Clifftree 08 index05	name	1		0	0	0
gimmick_clifftree_08_index06	wood		Clifftree 08 index06	name	1		0	0	0
gimmick_clifftree_09	wood		Clifftree	name	1		0	0	0
gimmick_clifftree_09_index01	wood		Clifftree 09 index01	name	1		0	0	0
gimmick_clifftree_09_index02	wood		Clifftree 09 index02	name	1		0	0	0
gimmick_clifftree_09_index03	wood		Clifftree 09 index03	name	1		0	0	0
gimmick_clifftree_09_index04	wood		Clifftree 09 index04	name	1		0	0	0
gimmick_climbing_hook_stone_01	stone	Stone_Quarry	Stone	name	0		0	0	0
gimmick_collect_ginseng_01	plant	Possesion_Insam	Ginseng	tag	0	Wild_Insam	0	0	0
gimmick_collect_ginseng_02	plant	Possesion_Insam	Ginseng	tag	0	Possesion_Insam	0	0	0
gimmick_collect_her_rock_b_0003	ore		Mine rock	tag	1	Stone_Quarry Fine_Stone Premium_Stone	0	0	0
gimmick_collect_her_rock_b_0004	ore		Mine rock	tag	1	Stone_Quarry Fine_Stone Premium_Stone	0	0	0
gimmick_collect_her_rock_b_0005	ore		Mine rock	tag	1	Stone_Quarry Fine_Stone Premium_Stone	0	0	0
gimmick_collect_her_rock_b_0006	ore		Mine rock	tag	1	Stone_Quarry Fine_Stone Premium_Stone	0	0	0
gimmick_collect_her_rock_b_0007	ore		Mine rock	tag	1	Stone_Quarry Fine_Stone Premium_Stone	0	0	0
gimmick_collect_her_rock_b_0008	ore		Mine rock	tag	1	Stone_Quarry Fine_Stone Premium_Stone	0	0	0
gimmick_collect_her_rock_b_0009	ore		Mine rock	tag	1	Stone_Quarry Fine_Stone Premium_Stone	0	0	0
gimmick_collect_her_rock_b_0010	ore		Mine rock	tag	1	Stone_Quarry Fine_Stone Premium_Stone	0	0	0
gimmick_collect_her_rock_b_0011	ore		Mine rock	tag	1	Stone_Quarry Fine_Stone Premium_Stone	0	0	0
gimmick_collect_mushroom_hericium_01	plant		Mushroom hericium	tag	0	Ssari_Mushroom	0	0	0
gimmick_collect_mushroom_phellinus_01	plant		Mushroom phellinus	tag	0	Songyi_Mushroom	0	0	0
gimmick_collect_mushroom_shiitake_01	plant		Mushroom shiitake	tag	0	Pyogo_Mushroom	0	0	0
gimmick_collect_ore_bluestone_01	ore	BlueStone	Azurite	tag	0	BlueStone	0	0	0
gimmick_collect_ore_copper_01	ore		Ore copper	tag	0	CopperOre	0	0	0
gimmick_collect_ore_diamond_01	ore	Diamond	Diamond	tag	0	Diamond	0	0	0
gimmick_collect_ore_gold_01	ore		Ore gold	tag	0	GoldOre	0	0	0
gimmick_collect_ore_greenstone_01	ore	GreenStone	Epidote	tag	0	GreenStone	0	0	0
gimmick_collect_ore_iron_01	ore		Ore iron	tag	0	IronStone	0	0	0
gimmick_collect_ore_redstone_01	ore	RedStone	Bloodstone	tag	0	RedStone	0	0	0
gimmick_collect_ore_ruby_01	ore	Ruby	Garnet	tag	0	Ruby	0	0	0
gimmick_collect_ore_silver_01	ore		Ore silver	tag	0	SilverOre	0	0	0
gimmick_collect_ore_stone_01	ore	Stone_Quarry	Stone	tag	0	Stone_Quarry	0	0	0
gimmick_collect_ore_stone_02	ore	Stone_Quarry	Stone	tag	0	Fine_Stone	0	0	0
gimmick_collect_ore_stone_03	ore	Stone_Quarry	Stone	tag	0	Premium_Stone	0	0	0
gimmick_collect_ore_sulfurstone_01	ore		Ore sulfurstone	tag	0	Item_Rare_Collect_SulfurStone	0	0	0
gimmick_collect_ore_whitestone_01	ore	WhiteStone	Scolecite Ore	tag	0	WhiteStone	0	0	0
gimmick_collect_pocket_01	pickup		Collect common pocket	tag	0		0	0	0
gimmick_collect_poisonmushroom_01	plant		Poisonmushroom	name	0		0	0	0
gimmick_collect_poisonmushroom_05	plant		Poisonmushroom	name	0		0	0	0
gimmick_collect_poisonmushroom_06	plant		Poisonmushroom	name	0		0	0	0
gimmick_collection_minigame_trophy_0001	container	Collection_Prop_Trophy_0001	Trophy - All-Out Duel	tag	0		0	0	0
gimmick_collection_minigame_trophy_0002	container	Collection_Prop_Trophy_0002	Trophy - Unarmed Duel	tag	0		0	0	0
gimmick_collection_minigame_trophy_0003	container	Collection_Prop_Trophy_0003	Trophy - Wrestling Match	tag	0		0	0	0
gimmick_collection_minigame_trophy_0004	container	Collection_Prop_Trophy_0004	Trophy - Spear Duel	tag	0		0	0	0
gimmick_collection_minigame_trophy_0005	container	Collection_Prop_Trophy_0005	Trophy - Sword Duel	tag	0		0	0	0
gimmick_collection_prop_bismuthornament_0001	container	Collection_Prop_Bismuthornament_0001	Broken Bismuth Ornament	tag	0		0	0	0
gimmick_collection_prop_bismuthornament_0002	container	Collection_Prop_Bismuthornament_0002	Angular Bismuth Ornament	tag	0		0	0	0
gimmick_collection_prop_bismuthornament_0003	container	Collection_Prop_Bismuthornament_0003	Round Bismuth Ornament	tag	0		0	0	0
gimmick_collection_prop_bottle_0001	pickup	Collection_Prop_Bottle_0001	Crimson Glass Container	tag	0		0	0	0
gimmick_collection_prop_bottle_0002	pickup	Collection_Prop_Bottle_0002	Wooden Container	tag	0		0	0	0
gimmick_collection_prop_bottle_0003	pickup	Collection_Prop_Bottle_0003	Portable Wooden Container	tag	0		0	0	0
gimmick_collection_prop_bottle_0004	pickup	Collection_Prop_Bottle_0004	Blue Round Water Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0005	pickup	Collection_Prop_Bottle_0005	Ceramic Container	tag	0		0	0	0
gimmick_collection_prop_bottle_0006	pickup	Collection_Prop_Bottle_0006	Short-Necked Ceramic Container	tag	0		0	0	0
gimmick_collection_prop_bottle_0007	pickup	Collection_Prop_Bottle_0007	Liquor Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0008	pickup	Collection_Prop_Bottle_0008	Sturdy Clay Container	tag	0		0	0	0
gimmick_collection_prop_bottle_0009	pickup	Collection_Prop_Bottle_0009	Tin Water Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0010	pickup	Collection_Prop_Bottle_0010	Round Blue Container	tag	0		0	0	0
gimmick_collection_prop_bottle_0011	pickup	Collection_Prop_Bottle_0011	Round Blue Container	tag	0		0	0	0
gimmick_collection_prop_bottle_0012	pickup	Collection_Prop_Bottle_0012	Slim Indigo Glass Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0013	pickup	Collection_Prop_Bottle_0013	Gourd Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0014	pickup	Collection_Prop_Bottle_0014	Pale Blue Container	tag	0		0	0	0
gimmick_collection_prop_bottle_0015	pickup	Collection_Prop_Bottle_0015	Waterskin	tag	0		0	0	0
gimmick_collection_prop_bottle_0016	pickup	Collection_Prop_Bottle_0016	Portable Blue Water Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0017	pickup	Collection_Prop_Bottle_0017	Water Bottle for Patients	tag	0		0	0	0
gimmick_collection_prop_bottle_0018	pickup	Collection_Prop_Bottle_0018	White-Handled Water Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0019	pickup	Collection_Prop_Bottle_0019	Purple-Handled Water Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0020	container	Collection_Prop_Bottle_0020	Iron Distiller	tag	0		0	0	0
gimmick_collection_prop_bottle_0021	pickup	Collection_Prop_Bottle_0021	Rusty Iron Water Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0022	pickup	Collection_Prop_Bottle_0022	Copper Water Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0023	pickup	Collection_Prop_Bottle_0023	Brass Container	tag	0		0	0	0
gimmick_collection_prop_bottle_0024	pickup	Collection_Prop_Bottle_0024	Clay Container	tag	0		0	0	0
gimmick_collection_prop_bottle_0025	pickup	Collection_Prop_Bottle_0025	Iron Container	tag	0		0	0	0
gimmick_collection_prop_bottle_0026	pickup	Collection_Prop_Bottle_0026	Decorative Iron Water Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0027	pickup	Collection_Prop_Bottle_0027	Decorative Brass Water Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0028	container	Collection_Prop_Bottle_0028	Two-Handled Iron Water Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0029	container	Collection_Prop_Bottle_0029	Old Two-Handled Iron Water Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0030	container	Collection_Prop_Bottle_0030	Two-Handled Brass Container	tag	0		0	0	0
gimmick_collection_prop_bottle_0031	container	Collection_Prop_Bottle_0031	Water Bottle of the Agonized	tag	0		0	0	0
gimmick_collection_prop_bottle_0032	container	Collection_Prop_Bottle_0032	Distiller	tag	0		0	0	0
gimmick_collection_prop_bottle_0033	pickup	Collection_Prop_Bottle_0033	Blue Jar-Shaped Water Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0034	pickup	Collection_Prop_Bottle_0034	White Jar-Shaped Water Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0035	pickup	Collection_Prop_Bottle_0035	Green Jar-Shaped Water Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0036	container	Collection_Prop_Bottle_0036	Long Red Water Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0037	container	Collection_Prop_Bottle_0037	Long White Water Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0038	container	Collection_Prop_Bottle_0038	Long Yellow Water Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0039	container	Collection_Prop_Bottle_0039	Long Blue Water Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0040	pickup	Collection_Prop_Bottle_0040	Silver-Decorated Water Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0041	pickup	Collection_Prop_Bottle_0041	Wide-Mouthed Water Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0042	pickup	Collection_Prop_Bottle_0042	Small Pot for Boiling	tag	0		0	0	0
gimmick_collection_prop_bottle_0043	pickup	Collection_Prop_Bottle_0043	White Iron Water Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0044	pickup	Collection_Prop_Bottle_0044	Black Ceramic Water Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0045	pickup	Collection_Prop_Bottle_0045	Travel Flask	tag	0		0	0	0
gimmick_collection_prop_bottle_0046	pickup	Collection_Prop_Bottle_0046	Yellow-Glazed Water Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0047	pickup	Collection_Prop_Bottle_0047	White-Glazed Water Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0048	pickup	Collection_Prop_Bottle_0048	Clay-Handled Water Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0049	pickup	Collection_Prop_Bottle_0049	Indigo Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0050	pickup	Collection_Prop_Bottle_0050	Wide-Bottomed Water Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0051	pickup	Collection_Prop_Bottle_0051	Decorative Water Bottle with Lid	tag	0		0	0	0
gimmick_collection_prop_bottle_0052	pickup	Collection_Prop_Bottle_0052	Glazed Clay Water Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0053	container	Collection_Prop_Bottle_0053	Large Water Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0054	pickup	Collection_Prop_Bottle_0054	Leather Strap Gourd Bottle	tag	0		0	0	0
gimmick_collection_prop_bottle_0055	pickup	Collection_Prop_Bottle_0055	Plaid Gourd Bottle	tag	0		0	0	0
gimmick_collection_prop_bowl_0001	pickup	Collection_Prop_Bowl_0001	Bread Plate	tag	0		0	0	0
gimmick_collection_prop_bowl_0002	pickup	Collection_Prop_Bowl_0002	Deep Bowl	tag	0		0	0	0
gimmick_collection_prop_bowl_0003	pickup	Collection_Prop_Bowl_0003	Storage Bowl	tag	0		0	0	0
gimmick_collection_prop_bowl_0004	pickup	Collection_Prop_Bowl_0004	Wide Bowl	tag	0		0	0	0
gimmick_collection_prop_bowl_0005	container	Collection_Prop_Bowl_0005	Nut Bowl	tag	0		0	0	0
gimmick_collection_prop_bowl_0006	pickup	Collection_Prop_Bowl_0006	Grain Bowl	tag	0		0	0	0
gimmick_collection_prop_bowl_0007	container	Collection_Prop_Bowl_0007	Large Grain Bowl	tag	0		0	0	0
gimmick_collection_prop_bowl_0008	pickup	Collection_Prop_Bowl_0008	Cheese Plate	tag	0		0	0	0
gimmick_collection_prop_bowl_0011	pickup	Collection_Prop_Bowl_0011	Small Mortar Bowl	tag	0		0	0	0
gimmick_collection_prop_bowl_0012	pickup	Collection_Prop_Bowl_0012	Herb Mortar Bowl	tag	0		0	0	0
gimmick_collection_prop_bowl_0013	pickup	Collection_Prop_Bowl_0013	Damaged Bowl	tag	0		0	0	0
gimmick_collection_prop_bowl_0014	pickup	Collection_Prop_Bowl_0014	Iron Bowl	tag	0		0	0	0
gimmick_collection_prop_bowl_0015	pickup	Collection_Prop_Bowl_0015	Golden Bowl	tag	0		0	0	0
gimmick_collection_prop_bowl_0016	pickup	Collection_Prop_Bowl_0016	Red Spice Bowl	tag	0		0	0	0
gimmick_collection_prop_bowl_0017	pickup	Collection_Prop_Bowl_0017	Green Spice Bowl	tag	0		0	0	0
gimmick_collection_prop_bowl_0018	pickup	Collection_Prop_Bowl_0018	Blue Spice Bowl	tag	0		0	0	0
gimmick_collection_prop_bowl_0019	pickup	Collection_Prop_Bowl_0019	Ashen Spice Bowl	tag	0		0	0	0
gimmick_collection_prop_bowl_0020	pickup	Collection_Prop_Bowl_0020	Glazed Mortar	tag	0		0	0	0
gimmick_collection_prop_bowl_0021	pickup	Collection_Prop_Bowl_0021	Glazed Bowl	tag	0		0	0	0
gimmick_collection_prop_bowl_0022	container	Collection_Prop_Bowl_0022	Stacked Glazed Bowls	tag	0		0	0	0
gimmick_collection_prop_bowl_0023	container	Collection_Prop_Bowl_0023	Wooden Beaker	tag	0		0	0	0
gimmick_collection_prop_bowl_0024	container	Collection_Prop_Bowl_0024	Oak Beaker	tag	0		0	0	0
gimmick_collection_prop_bowl_0025	container	Collection_Prop_Bowl_0025	Two-Handled Bronze Cup	tag	0		0	0	0
gimmick_collection_prop_bowl_0026	container	Collection_Prop_Bowl_0026	Pot	tag	0		0	0	0
gimmick_collection_prop_ceramic_0001	container	Collection_Prop_Ceramic_0001	Blue Patterned Ceramic	tag	0		0	0	0
gimmick_collection_prop_ceramic_0002	container	Collection_Prop_Ceramic_0002	Slim Celadon Bottle	tag	0		0	0	0
gimmick_collection_prop_ceramic_0003	container	Collection_Prop_Ceramic_0003	Freshly Fired Celadon Vase	tag	0		0	0	0
gimmick_collection_prop_ceramic_0004	container	Collection_Prop_Ceramic_0004	Ceramic for Medicinal Use	tag	0		0	0	0
gimmick_collection_prop_ceramic_0005	container	Collection_Prop_Ceramic_0005	Multipurpose Jar	tag	0		0	0	0
gimmick_collection_prop_ceramic_0006	container	Collection_Prop_Ceramic_0006	Medicine Jar	tag	0		0	0	0
gimmick_collection_prop_ceramic_0007	container	Collection_Prop_Ceramic_0007	Round Jar	tag	0		0	0	0
gimmick_collection_prop_ceramic_0008	container	Collection_Prop_Ceramic_0008	Worn Two-Handled Jar	tag	0		0	0	0
gimmick_collection_prop_ceramic_0009	container	Collection_Prop_Ceramic_0009	Shiny Ceramic Vase	tag	0		0	0	0
gimmick_collection_prop_ceramic_0010	container	Collection_Prop_Ceramic_0010	Gray Two-Handled Jar	tag	0		0	0	0
gimmick_collection_prop_ceramic_0011	container	Collection_Prop_Ceramic_0011	Brown Two-Handled Jar	tag	0		0	0	0
gimmick_collection_prop_ceramic_0012	container	Collection_Prop_Ceramic_0012	Red One-Handled Jar	tag	0		0	0	0
gimmick_collection_prop_ceramic_0013	container	Collection_Prop_Ceramic_0013	Gray Jar	tag	0		0	0	0
gimmick_collection_prop_ceramic_0014	container	Collection_Prop_Ceramic_0014	Ocher Jar	tag	0		0	0	0
gimmick_collection_prop_ceramic_0015	container	Collection_Prop_Ceramic_0015	Small Storage Jar	tag	0		0	0	0
gimmick_collection_prop_ceramic_0016	container	Collection_Prop_Ceramic_0016	Large Medicine Jar	tag	0		0	0	0
gimmick_collection_prop_ceramic_0017	container	Collection_Prop_Ceramic_0017	Cylindrical Jar	tag	0		0	0	0
gimmick_collection_prop_ceramic_0018	container	Collection_Prop_Ceramic_0018	Ornate Tree Pattern Vase	tag	0		0	0	0
gimmick_collection_prop_ceramic_0019	container	Collection_Prop_Ceramic_0019	Water Pot	tag	0		0	0	0
