row	key	string_key	name	class	tags	tier	value_copper
965	1003969	Item_bookcase_0001	Whitesand Bookshelf	furniture	furniture housing-only stackable tier-0	0	700
966	1003970	Item_dff_luxuryfurniture_bed_02	Crimson Bed	furniture	furniture housing-only stackable tier-0	0	1750
967	1003971	Item_dff_luxuryfurniture_bed_03	White Bed	furniture	furniture housing-only stackable tier-0	0	1750
968	1003972	Item_dff_luxuryfurniture_bed_04	Lord's Bed	furniture	furniture housing-only stackable tier-0	0	2500
969	1004050	Item_dff_luxuryfurniture_bed_0001	Whitesand Bed	furniture	furniture housing-only stackable tier-0	0	2500
970	1003973	Item_in_dff_bed_06	Dark Timberham Bed	furniture	furniture housing-only stackable tier-0	0	75
971	1003974	Item_in_dff_bed_06_dem	Bright Timberham Bed	furniture	furniture housing-only stackable tier-0	0	75
972	1003975	Item_dff_luxuryfurniture_bed_01	Cozy Bed	furniture	furniture housing-only stackable tier-0	0	1750
973	1003993	Item_Background_Breakable_Wood_280	Mechanical Clockwork Chair	furniture	furniture no-discard stackable tier-0	0	800
974	1003994	Item_gimmick_dff_luxuryfurniture_sofa_02	Luxury Gilded Sofa	furniture	furniture gimmick housing-only stackable tier-0	0	2500
975	1003995	Item_gimmick_dff_luxuryfurniture_stool_01	Luxurious Gilded Side Chair	furniture	furniture gimmick housing-only stackable tier-0	0	200
976	1003996	Item_gimmick_dff_luxuryfurniture_chair_02	Lion-Crested Chair	furniture	furniture gimmick housing-only stackable tier-0	0	75
977	1003997	Item_gimmick_dff_luxuryfurniture_chair_troll_03	Large Arched Chair	furniture	furniture gimmick housing-only stackable tier-0	0	200
978	1003998	Item_Background_Breakable_Wood_281	Antler Chair	furniture	furniture housing-only stackable tier-0	0	800
979	1004005	Item_gimmick_dff_luxuryfurniture_sofa_01	Luxurious Red Leather Sofa	furniture	furniture gimmick housing-only stackable tier-0	0	2500
980	1004006	Item_gimmick_dff_luxuryfurniture_chair_04	Gilded Red Fabric Chair	furniture	furniture gimmick housing-only stackable tier-0	0	1750
981	1004007	Item_gimmick_dff_luxuryfurniture_chair_03	Arched Chair	furniture	furniture gimmick housing-only stackable tier-0	0	37
982	1004008	Item_gimmick_dff_luxuryfurniture_chair_01	Decorative Spire Chair	furniture	furniture gimmick housing-only stackable tier-0	0	75
983	1004009	Item_Background_Breakable_Wood_285	Double-Patterned Chair	furniture	furniture housing-only stackable tier-0	0	37
984	1004010	Item_gimmick_in_dff_chair_0002	Double-Patterned Whitesand Chair	furniture	furniture gimmick housing-only stackable tier-0	0	675
985	1004011	Item_Background_Breakable_Wood_294	Crown-Adorned Chair	furniture	furniture housing-only stackable tier-0	0	200
986	1004012	Item_Background_Breakable_Wood_290	Blue Fabric Chair	furniture	furniture housing-only stackable tier-0	0	75
987	1004013	Item_Background_Breakable_Wood_293	Round-Legged Chair	furniture	furniture housing-only stackable tier-0	0	37
988	1004014	Item_Background_Breakable_Wood_295	Red Fabric Chair	furniture	furniture housing-only stackable tier-0	0	75
989	1004020	Item_gimmick_in_dff_set_chair_0001	Whitesand Fabric Chair	furniture	furniture gimmick housing-only stackable tier-0	0	450
990	1004021	Item_gimmick_in_dff_chair_0003	Whitesand Fabric Chair	furniture	furniture gimmick housing-only stackable tier-0	0	750
991	1002731	Legendary_Animal_PureWhite_Deer	Throne of the White Night	furniture	furniture important legendary legendary-animal no-discard no-sell stackable tier-0	0	1
992	1002732	Legendary_Animal_Vined_Deer	Aged Branch	furniture	furniture important legendary legendary-animal no-discard no-sell stackable tier-0	0	1
993	1004017	Item_Background_Breakable_Wood_323	Small Timberton Table	furniture	furniture housing-only stackable tier-0	0	375
994	1004018	Item_Background_Breakable_Wood_323_index01	Small Bright Timberton Table	furniture	furniture housing-only stackable tier-0	0	375
995	1004022	Item_gimmick_in_dff_stand_0001	Small Whitesand Table	furniture	furniture gimmick housing-only stackable tier-0	0	525
996	1004023	Item_Background_Breakable_Wood_297	Adorned Storage Chest	furniture	furniture housing-only stackable tier-0	0	37
997	1004024	Item_gimmick_dff_luxuryfurniture_table_01	Arched Corridor Table	furniture	furniture gimmick housing-only stackable tier-0	0	800
998	1004025	Item_gimmick_dff_luxuryfurniture_table_0001	Whitesand Arched Corridor Decorative Table	furniture	furniture gimmick housing-only stackable tier-0	0	600
999	1004026	Item_gimmick_dff_luxuryfurniture_table_02	Dark Lion Head Table	furniture	furniture gimmick housing-only stackable tier-0	0	800
1000	1004027	Item_Background_Breakable_Wood_302	Mirrored Wooden Dresser	furniture	furniture housing-only stackable tier-0	0	75
1001	1004028	Item_gimmick_in_dff_dressingtable_0001	Mirrored Whitesand Dresser	furniture	furniture gimmick housing-only stackable tier-0	0	625
1002	1004029	Item_Background_Breakable_Wood_303	Luxurious Gilded Table	furniture	furniture housing-only stackable tier-0	0	125
1003	1004030	Item_Background_Breakable_Wood_310	Round Red Fabric Table	furniture	furniture housing-only stackable tier-0	0	37
1004	1004031	Item_Background_Breakable_Wood_311	Large Round Red Fabric Table	furniture	furniture housing-only stackable tier-0	0	62
1005	1004032	Item_Background_Breakable_Wood_313	Side Table	furniture	furniture housing-only stackable tier-0	0	37
1006	1004033	Item_gimmick_in_dff_desk_0001	Whitesand Side Table	furniture	furniture gimmick housing-only stackable tier-0	0	525
1007	1004034	Item_Background_Breakable_Wood_257	Dark Pillared Side Table	furniture	furniture housing-only stackable tier-0	0	75
1008	1004035	Item_Background_Breakable_Wood_320	Timber Nightstand	furniture	furniture housing-only stackable tier-0	0	75
1009	1004036	Item_gimmick_in_dff_table_0002	Large Whitesand Fabric Table	furniture	furniture gimmick housing-only stackable tier-0	0	450
1010	1004037	Item_gimmick_in_dpf_stool_0001	Arched Whitesand Table	furniture	furniture gimmick housing-only stackable tier-0	0	400
1011	1004038	Item_Background_Breakable_Wood_230	Large Bright Table	furniture	furniture housing-only stackable tier-0	0	475
1012	1004039	Item_Background_Breakable_Wood_308	Luxurious Whitesand Table	furniture	furniture housing-only stackable tier-0	0	900
1013	1004040	Item_Background_Breakable_Wood_304	Bright Pillared Side Table	furniture	furniture housing-only stackable tier-0	0	550
1014	1004041	Item_Background_Breakable_Wood_309	Bright Lion Head Table	furniture	furniture housing-only stackable tier-0	0	625
1015	1004042	Item_Background_Breakable_Wood_363	Round Table	furniture	furniture housing-only stackable tier-0	0	25
1016	1005539	Item_Background_Breakable_Wood_11	Table	furniture	furniture housing-only stackable tier-0	0	1
1017	1005540	Item_Background_Breakable_Wood_10	Table	furniture	furniture housing-only stackable tier-0	0	1
1018	1004560	Item_gimmick_tool_blacksmithstone	Grindstone	cooking-facility	cooking-facility furniture gimmick knowledge no-discard stackable storage tier-0	0	5000
1019	1004595	Item_gimmick_craft_anvil_01	Anvil	cooking-facility	cooking-facility furniture gimmick knowledge no-discard stackable storage tier-0	0	4000
1020	1004596	Item_gimmick_craft_cook_campfire_04	Field Pot	cooking-facility	cooking-facility furniture gimmick knowledge no-discard stackable storage tier-0	0	1600
1021	1004597	Item_gimmick_craft_cook_campfire_05	Bonfire	cooking-facility	cooking-facility furniture gimmick knowledge no-discard stackable storage tier-0	0	500
1022	1004598	Item_gimmick_well_0001	Wooden Roof Well	cooking-facility	cooking-facility furniture gimmick knowledge no-discard storage tier-0	0	10000
1023	1004599	Item_gimmick_well_0001_index01	Red Wooden Roof Well	cooking-facility	cooking-facility furniture gimmick knowledge no-discard storage tier-0	0	12000
1024	1004600	Item_gimmick_well_0002	Brick Roof Well	cooking-facility	cooking-facility furniture gimmick knowledge no-discard storage tier-0	0	12000
1025	1004601	Item_gimmick_well_0003	Thatched Roof Well	cooking-facility	cooking-facility furniture gimmick knowledge no-discard storage tier-0	0	8000
1026	1004602	Item_gimmick_well_0004	Well	cooking-facility	cooking-facility furniture gimmick knowledge no-discard storage tier-0	0	6000
1027	1004603	Item_gimmick_well_0004_index01	Redsand Well	cooking-facility	cooking-facility furniture gimmick knowledge no-discard storage tier-0	0	7000
1028	1004588	Item_drinkingfountain_01	Brookfield Fountain	cooking-facility	cooking-facility furniture knowledge no-discard storage tier-0	0	25000
1029	1004589	Item_dpf_fountain_01	Lion Head Fountain	cooking-facility	cooking-facility furniture knowledge no-discard storage tier-0	0	25000
1030	1004590	Item_dpf_fountain_09	Leaf Fountain	cooking-facility	cooking-facility furniture knowledge no-discard storage tier-0	0	100000
1031	1004591	Item_dpf_fountain_02	Stone Pagoda Fountain	cooking-facility	cooking-facility furniture knowledge no-discard storage tier-0	0	50000
1032	1004592	Item_dpf_fountain_02_desert	Redsand Stone Pagoda Fountain	cooking-facility	cooking-facility furniture knowledge no-discard storage tier-0	0	55000
1033	1004593	Item_dpf_fountain_06	Silent Gazer Fountain	cooking-facility	cooking-facility furniture knowledge no-discard storage tier-0	0	30000
1034	1004771	Item_fountain_statue_01	Sculpted Fish Fountain	cooking-facility	cooking-facility furniture knowledge no-discard storage tier-0	0	70000
1035	1004582	Item_lamp_streetlamp_03	Wooden Streetlight	light	furniture knowledge light no-discard tier-0	0	1200
1036	1004583	Item_lamp_streetlamp_03_index01	Red Wooden Streetlight	light	furniture knowledge light no-discard tier-0	0	1200
1037	1004584	Item_lamp_streetlamp_03_index02	Bright Wooden Streetlight	light	furniture knowledge light no-discard tier-0	0	1200
1038	1004585	Item_gimmick_lamp_streetlamp_0001	Cold Streetlight	light	furniture gimmick knowledge light no-discard tier-0	0	1200
1039	1004586	Item_gimmick_lamp_streetlamp_0001_index01	Warm Streetlight	light	furniture gimmick knowledge light no-discard tier-0	0	1200
1040	1004587	Item_gimmick_lamp_streetlamp_0001_index02	Soft Streetlight	light	furniture gimmick knowledge light no-discard tier-0	0	1200
1041	1004623	Item_lamp_firepot_01_on	Tripod Brazier	light	furniture knowledge light no-discard stackable tier-0	0	600
1042	1004624	Item_lamp_firepot_03_on	Tall Quad-Base Brazier	light	furniture knowledge light no-discard stackable tier-0	0	800
1043	1004625	Item_lamp_firepot_04_on	Short Quad-Base Brazier	light	furniture knowledge light no-discard stackable tier-0	0	600
1044	1004626	Item_lamp_firepot_05_on	Wind-Guarded Quad-Base Brazier	light	furniture knowledge light no-discard stackable tier-0	0	600
1045	1004627	Item_lamp_firepot_06_on	Hexagonal Brazier	light	furniture knowledge light no-discard stackable tier-0	0	800
1046	1004628	Item_lamp_brazier_02_on	Quad-Base Crown of Thorns Brazier	light	furniture knowledge light no-discard stackable tier-0	0	600
1047	1004629	Item_lamp_standtorch_01_on	Tripod Guide Torch	light	furniture knowledge light no-discard stackable tier-0	0	600
1048	1004630	Item_lamp_standtorch_02_on	Tripod Guardian Torch	light	furniture knowledge light no-discard stackable tier-0	0	600
1049	1004537	Item_Collection_Prop_Automata_0001	Clanging Little Knight	ornament	decoration furniture knowledge no-discard ornament stackable tier-0	0	12000
1050	1004538	Item_Collection_Prop_Automata_0002	Clanging Red Jester	ornament	decoration furniture knowledge no-discard ornament stackable tier-0	0	15000
1051	1004539	Item_Collection_Prop_Automata_0003	Clanging King	ornament	decoration furniture knowledge no-discard ornament stackable tier-0	0	20000
1052	1004540	Item_Collection_Prop_Automata_0004	VZ-O and Z-One	ornament	decoration furniture knowledge no-discard ornament stackable tier-0	0	30000
1053	1004581	Item_gimmick_jukebox_0001	Faust's Music Box	ornament	decoration furniture gimmick no-discard ornament tier-0	0	50000
1054	1004577	Item_hanger_streetlamp_flowerpot_01	Wooden Gerbera Hanging Planter	flower-pot	decoration flower-pot furniture knowledge no-discard tier-0	0	3000
1055	1004578	Item_hanger_streetlamp_flowerpot_02	Wooden Violet Hanging Planter	flower-pot	decoration flower-pot furniture knowledge no-discard tier-0	0	3000
1056	1004579	Item_hanger_streetlamp_flowerpot_03	Wooden Purple Gerbera Hanging Planter	flower-pot	decoration flower-pot furniture knowledge no-discard tier-0	0	3000
1057	1004580	Item_hanger_streetlamp_flowerpot_04	Redtree Violet Hanging Planter	flower-pot	decoration flower-pot furniture knowledge no-discard tier-0	0	3000
1058	1004565	Item_gimmick_tool_FlowerHanger_01	Wooden Pororin Hanging Planter	flower-pot	decoration flower-pot furniture gimmick knowledge no-discard tier-0	0	12000
1059	1004566	Item_gimmick_tool_FlowerHanger_02	Wooden Florindale Hanging Planter	flower-pot	decoration flower-pot furniture gimmick knowledge no-discard tier-0	0	8000
1060	1004567	Item_gimmick_sotdae_set_0001	Rope Sotdae	cooking-facility	cooking-facility furniture gimmick knowledge no-discard storage tier-0	0	2400
1061	1004568	Item_gimmick_sotdae_set_0002	Pheasant Sotdae	cooking-facility	cooking-facility furniture gimmick knowledge no-discard storage tier-0	0	1600
1062	1004569	Item_gimmick_sotdae_set_0003	Four-Way Sotdae	cooking-facility	cooking-facility furniture gimmick knowledge no-discard storage tier-0	0	1600
1063	1004570	Item_gimmick_sotdae_set_0004	Duck Sotdae	cooking-facility	cooking-facility furniture gimmick knowledge no-discard storage tier-0	0	2000
1064	1004571	Item_gimmick_sotdae_set_0005	Crow Sotdae	cooking-facility	cooking-facility furniture gimmick knowledge no-discard storage tier-0	0	2000
1065	1004572	Item_gimmick_sotdae_set_0006	Stone Duck Sotdae	cooking-facility	cooking-facility furniture gimmick knowledge no-discard storage tier-0	0	2400
1066	1004573	Item_gimmick_sotdae_set_0007	Red-Crowned Crane Sotdae	cooking-facility	cooking-facility furniture gimmick knowledge no-discard storage tier-0	0	1600
1067	1004574	Item_gimmick_sotdae_set_0008	Stone Nest Sotdae	cooking-facility	cooking-facility furniture gimmick knowledge no-discard storage tier-0	0	2400
1068	1004575	Item_gimmick_sotdae_set_0009	Sotdae	cooking-facility	cooking-facility furniture gimmick knowledge no-discard storage tier-0	0	1600
1069	1004576	Item_gimmick_sotdae_set_0010	Twin-Branched Sotdae	cooking-facility	cooking-facility furniture gimmick knowledge no-discard storage tier-0	0	2000
1070	1004610	item_Collection_Prop_Luxury_0001_index01	Moonlit Frost Unicorn Statue	ornament	decoration furniture knowledge no-discard ornament stackable tier-0	0	
1071	1004611	item_Collection_Prop_Luxury_0002	Noonday Radiance Dolphin Statue	ornament	decoration furniture knowledge no-discard ornament stackable tier-0	0	
1072	1004612	item_Collection_Prop_Luxury_0002_index01	Dawnstill Dolphin Statue	ornament	decoration furniture knowledge no-discard ornament stackable tier-0	0	
1073	1004614	item_Collection_prop_Luxury_0003_index01	Faded Past Blue Whale Statue	ornament	decoration furniture knowledge no-discard ornament stackable tier-0	0	
1074	1004615	item_Collection_Prop_Luxury_0004	Kinetic Legendary Fisherman of Time	ornament	decoration furniture knowledge no-discard ornament stackable tier-0	0	
1075	1004620	item_Collection_Prop_Luxury_0008_index01	Chalice of Moondrop	ornament	decoration furniture knowledge no-discard ornament stackable tier-0	0	
1076	1004606	Item_catwheel_01	Pororin Cat Wheel	storage	furniture knowledge no-discard storage tier-0	0	50000
1077	1004607	Item_catwheel_02	Marni Cat Wheel	storage	furniture knowledge no-discard storage tier-0	0	100000
1078	1001335	Item_Rat	Rat	animal	animal knowledge mammal stackable tier-0	0	2
1079	1001338	Item_Muskrat	Muskrat	animal	animal knowledge mammal stackable tier-0	0	2
1080	1001411	Item_Possum	Opossum	animal	animal knowledge mammal stackable tier-0	0	2
1081	1001416	Item_Squirrel	Chipmunk	animal	animal knowledge mammal stackable tier-0	0	2
1082	1001431	Item_Snow_Chipmunk	Snowfield Chipmunk	animal	animal knowledge mammal stackable tier-0	0	2
1083	1001432	Item_Red_Squirrel	Red Squirrel	animal	animal knowledge mammal stackable tier-0	0	2
1084	1001434	Item_Flying_Squirrel	Flying Squirrel	animal	animal knowledge mammal stackable tier-0	0	2
1085	1001488	Item_Mole	Mole	animal	animal knowledge mammal stackable tier-0	0	2
1086	1001850	Item_Meerkat	Meerkat	animal	animal knowledge mammal no-sell stackable tier-0	0	1
1087	1001784	Item_Baby_Hedgehog	Baby Hedgehog	animal	animal knowledge mammal stackable tier-0	0	2
1088	1001865	Item_Giant_Salamander	Burrowing Salamander	amphibian	amphibian animal knowledge stackable tier-0	0	3
1089	1001866	Item_Salamander	Salamander	amphibian	amphibian animal knowledge stackable tier-0	0	3
1090	1001867	Item_Axolotl	Axolotl	amphibian	amphibian animal knowledge stackable tier-0	0	3
1091	1001868	Item_Goanna	Goanna	animal	animal knowledge reptile stackable tier-0	0	3
1092	1001869	Item_Iguana	Iguana	animal	animal knowledge reptile stackable tier-0	0	3
1093	1001298	Item_Chameleon	Chameleon	animal	animal knowledge reptile stackable tier-0	0	3
1094	1001870	Item_Hila_Lizard	Heloderma Lizard	animal	animal knowledge reptile stackable tier-0	0	3
1095	1001872	Item_Frilled_Lizard	Frilled-neck Lizard	animal	animal knowledge reptile stackable tier-0	0	3
1096	1001775	Item_BlueJay	Blue Jay	animal	animal bird knowledge no-sell stackable tier-0	0	1
1097	1001779	Item_Sparrow	Sparrow	animal	animal bird knowledge no-sell stackable tier-0	0	1
1098	1001780	Item_Oriole	Black-Naped Oriole	animal	animal bird knowledge no-sell stackable tier-0	0	1
1099	1001781	Item_Snowy_Plover	Kentish Plover	animal	animal bird knowledge no-sell stackable tier-0	0	1
1100	1001782	Item_Bunting_Bird	Meadow Bunting	animal	animal bird knowledge no-sell stackable tier-0	0	1
1101	1001851	Item_BlackTail_Flycatcher	Desert Wheatear	animal	animal bird knowledge no-sell stackable tier-0	0	1
1102	1001852	Item_Oxpecker	Yellow-Billed Oxpecker	animal	animal bird knowledge no-sell stackable tier-0	0	1
1103	1001855	Item_Wood_Pecker	Three-Toed Woodpecker	animal	animal bird knowledge no-sell stackable tier-0	0	1
1104	1001856	Item_WhiteWing_Flycatcher	White-winged Redstart	animal	animal bird knowledge no-sell stackable tier-0	0	1
1105	1002853	Item_Longtailedtit	Long-Tailed Tit	animal	animal bird knowledge no-sell stackable tier-0	0	1
1106	1001245	Item_dragonfly	Dragonfly	insect	alchemy-material dragonfly insect knowledge material reagent stackable tier-0	0	10
1107	1000583	Item_DiademSpider	Golden Silk Spider	insect	alchemy-material arachnid insect knowledge material reagent stackable tier-0	0	10
1108	1002082	Item_Silkworm_Moth	Silkworm Moth	insect	alchemy-material insect knowledge material moth reagent stackable tier-0	0	10
1109	1002083	Item_Luna_Moth	Wild Silkworm Moth	insect	alchemy-material insect knowledge material moth reagent stackable tier-0	0	10
1110	1000020	Item_Eastern_Tiger_Swallowtail	Swallowtail	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1111	1000025	Item_Ornythion_Swallowtail	Ornythion Swallowtail Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1112	1000055	Item_Polydamas_Swallowtail	Polydamas Swallowtail Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1113	1000056	Item_Zebra_Swallowtail	Zebra Swallowtail	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1114	1000694	Item_Zebra_Heliconian	Zebra Longwing Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1115	1001933	Item_Kallima_Inachus	Orange Oakleaf Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1116	1001919	Item_Common_Nawab	Nawab Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1117	1001917	Item_Purple_Emperor	Purple Emperor Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	100
1118	1001929	Item_Colias_Nastes	Green Sulphur Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1119	1001007	Item_Malachite	Malachite Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1120	1001932	Item_Myscelia_Ethusa	Bluewing Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1121	1000223	Item_Blue_Copper	Blue Lycaenid Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1122	1000227	Item_Eastern_Tailed_Blue	Blue Tailed Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1123	1000254	Item_Theona_Checkerspot	Theona Checkerspot Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1124	1000561	Item_Little_Metalmark	Little Metalmark Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1125	1001915	Item_Guava_Skipper	Guava Skipper Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1126	1001918	Item_Blue_Pansy_Butterfly	Southern Blue Peacock Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1127	1000147	Item_Great_Purple_Hairstreak	Great Purple Hairstreak Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1128	1000035	Item_Spicebush_Swallowtail	Spicebush Swallowtail Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1129	1000042	Item_Pipevine_Swallowtail	Pipevine Swallowtail Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1130	1001292	Item_Firefly	Firefly	insect	alchemy-material insect knowledge material reagent stackable tier-0	0	30
1131	1000680	Item_GrassHopper	Grasshopper	insect	alchemy-material insect knowledge material reagent stackable tier-0	0	30
1132	1001859	Item_Bee	Honeybee	insect	alchemy-material bee insect knowledge material reagent stackable tier-0	0	30
1133	1001860	Item_Hornet	Hornet	insect	alchemy-material bee insect knowledge material reagent stackable tier-0	0	30
1134	1001861	Item_Bumblebee	Bumblebee	insect	alchemy-material bee insect knowledge material reagent stackable tier-0	0	30
1135	1001006	Item_Banded_Peacock	Banded Peacock Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	30
1136	1001920	Item_Common_Green_Birdwing	Green Birdwing Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	30
1137	1001307	Item_JijeongLeaf_Insect	Palmar Beetle	insect	alchemy-material beetle insect knowledge material reagent stackable tier-0	0	100
1138	1001794	Item_WaterStrider	Water Strider	insect	alchemy-material insect knowledge material reagent stackable tier-0	0	10
1139	1001231	Item_House_Centipede	House Centipede	insect	alchemy-material centipede insect knowledge material reagent stackable tier-0	0	10
1140	1000145	Item_White_M_Hairstreak	White Streaked butterfly	insect	alchemy-material insect knowledge material reagent stackable tier-0	0	10
1141	1001930	Item_Hypaurotis_Crysalus	Violet Hairstreak Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1142	1000222	Item_Lustrous_Copper	Red Lycaenid Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1143	1001237	Item_Butterfly	Meadow Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1144	1000075	Item_Checkered_White	Checkered White Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1145	1001238	Item_Gnat	Fruit Fly	insect	alchemy-material fly insect knowledge material reagent stackable tier-0	0	10
1146	1001323	Item_GnatWide	Medium Fly	insect	alchemy-material fly insect knowledge material reagent stackable tier-0	0	10
1147	1000226	Item_Grizzled_Skipper	Grizzled Skipper Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1148	1001914	Item_Little_Wood_Satyr	Little Wood Satyr Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1149	1001928	Item_Neophasia_Terlooii	White Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1150	1001244	Item_Moth	Mountain Moth	insect	alchemy-material insect knowledge material moth reagent stackable tier-0	0	10
1151	1001005	Item_White_Peacock	White Peacock Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	30
1152	1001065	Item_Painted_Lady	Painted Lady Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	30
1153	1001921	Item_88_Butterfly	Eighty-eight Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	100
1154	1000079	Item_Orange_Barred_Sulphur	Orange-Barred Sulphur Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1155	1000126	Item_Desert_Orange_tip	Scarlet Leafwing Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1156	1001931	Item_Lycaena_Phlaeas	Spotted Lycaenid Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1157	1001004	Item_Crimson_Patch	Crimson Patch Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1158	1001882	Item_Red_Spotted_Purple	Red-spotted Purple Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1159	1000883	Item_Regal_Fritillary	Regal Fritillary Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1160	1001003	Item_Diana_Fritillary	Diana Fritillary Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1161	1000172	Item_Common_Buckeye	Buckeye Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1162	1000213	Item_Eastern_Comma	Yellow Comma Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1163	1001008	Item_Rusty_Tipped_Page	Rusty Tipped Page Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	10
1164	1000119	Item_Sleepy_Orange	Sleepy Scarlet Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	30
1165	1001913	Item_Ruddy_Daggerwing	Ruddy Daggerwing Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	30
1166	1000185	Item_Milbert_Tortoiseshell	Flame-Bordered Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	30
1167	1000797	Item_Tiger_Mimic_Queen	Tiger Mimic Queen Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	30
1168	1001253	Item_Viceroy	Commander Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	30
1169	1001254	Item_Monarch	Monarch Butterfly	insect	alchemy-material butterfly insect knowledge material reagent stackable tier-0	0	100
1170	1001239	Item_Cockroach	Cockroach	insect	alchemy-material insect knowledge material reagent stackable tier-0	0	10
1171	1001198	Item_Camel_Cricket	Camel Cricket	insect	alchemy-material insect knowledge material reagent stackable tier-0	0	10
1172	1001243	Item_Sea_Siater	Wharf Roach	insect	alchemy-material crustacean insect knowledge material reagent stackable tier-0	0	10
1173	1002085	Item_Jewel_Beetle	Jewel Beetle	insect	alchemy-material beetle insect knowledge material reagent stackable tier-0	0	10
1174	1001741	Item_Snail	Snail	insect	alchemy-material insect knowledge material mollusc reagent stackable tier-0	0	10
1175	1000582	Item_BananaSpider	Yellow Garden Spider	insect	alchemy-material arachnid insect knowledge material reagent stackable tier-0	0	10
1176	1002095	Item_Beetle	Beetle	insect	alchemy-material beetle insect knowledge material reagent stackable tier-0	0	30
1177	1002081	Item_Stag_Beetle	Stag Beetle	insect	alchemy-material beetle insect knowledge material reagent stackable tier-0	0	30
1178	1002084	Item_Longhorn_Beetle	Longhorn Beetle	insect	alchemy-material beetle insect knowledge material reagent stackable tier-0	0	30
1179	1001421	Item_Rhinoceros_Beetle	Rhinoceros Beetle	insect	alchemy-material beetle insect knowledge material reagent stackable tier-0	0	100
1180	1001134	scorpion	Scorpion	insect	alchemy-material arachnid insect knowledge material reagent stackable tier-0	0	30
1181	1001312	Spider	Spider	insect	alchemy-material arachnid insect knowledge material reagent stackable tier-0	0	30
1182	1001135	centipede	Centipede	insect	alchemy-material centipede insect knowledge material reagent stackable tier-0	0	30
1183	1001233	Item_Black_Centipede	Black Centipede	insect	alchemy-material centipede insect knowledge material reagent stackable tier-0	0	30
